collection,word,translation,article,gender,plural,word_class,example,topic,source_page
tricolore-1-5th-edition,protéger,to protect,,,,verb,,none,173
tricolore-1-5th-edition,provisions (f pl),"provisions, groceries",des,f pl,f pl,noun,,shopping,173
tricolore-1-5th-edition,près de,near,,,,preposition,,none,173
tricolore-1-5th-edition,préférer,to prefer,,,,verb,,none,173
tricolore-1-5th-edition,préféré,favourite,,,,adjective,,none,173
tricolore-1-5th-edition,prénom,"first name, forename",un,,,noun,,personal-info,173
tricolore-1-5th-edition,préparer,to prepare,,,,verb,,food,173
tricolore-1-5th-edition,présent,at present,,,,phrase,,time-dates,173
tricolore-1-5th-edition,prêt,ready,,,,adjective,,none,173
tricolore-1-5th-edition,puis,"then, next",,,,adverb,,none,173
tricolore-1-5th-edition,pull,pullover,un,,,noun,,shopping,173
tricolore-1-5th-edition,puni,punished (from punir),,,,adjective,,none,173
tricolore-1-5th-edition,punir,to punish,,,,verb,,none,173
tricolore-1-5th-edition,puzzle,jigsaw,un,,,noun,,hobby,173
tricolore-1-5th-edition,pyjama,pair of pyjamas,un,,,noun,,shopping,173
tricolore-1-5th-edition,qu'est-ce qu'il y a?,what is there? what is the matter?,,,,phrase,,none,173
tricolore-1-5th-edition,qu'est-ce que c'est?,what is it?,,,,phrase,,none,173
tricolore-1-5th-edition,qu'est-ce que tu fais?,what are you doing?,,,,phrase,,none,173
tricolore-1-5th-edition,qu'est-ce que tu veux/vous voulez?,what do you want?,,,,phrase,,none,173
tricolore-1-5th-edition,qu'est-ce que ça veut dire?,what does that mean?,,,,phrase,,communication,173
tricolore-1-5th-edition,quand,when,,,,adverb,,none,173
tricolore-1-5th-edition,quand même,all the same,,,,phrase,,none,173
tricolore-1-5th-edition,quarante,forty,,,,other,,none,173
tricolore-1-5th-edition,quartier,"district, locality",un,,,noun,,city-places,173
tricolore-1-5th-edition,quatorze,fourteen,,,,other,,none,173
tricolore-1-5th-edition,quatre,four,,,,other,,none,173
tricolore-1-5th-edition,que ... ?,what ... ?,,,,other,,none,173
tricolore-1-5th-edition,"quel (quelle, quels, quelles)",what? which?,,,,other,,none,173
tricolore-1-5th-edition,quel désordre!,what a mess!,,,,phrase,,none,173
tricolore-1-5th-edition,quel parfum?,which flavour?,,,,phrase,,food,173
tricolore-1-5th-edition,quel temps fait-il?,what's the weather like?,,,,phrase,,weather,173
tricolore-1-5th-edition,quel temps!,what terrible weather!,,,,phrase,,weather,173
tricolore-1-5th-edition,quel âge as-tu?,how old are you?,,,,phrase,,personal-info,173
tricolore-1-5th-edition,quelle est la date aujourd'hui?,what's the date today?,,,,phrase,,time-dates,173
tricolore-1-5th-edition,quelle heure est-il?,what time is it?,,,,phrase,,time-dates,173
tricolore-1-5th-edition,quelle journée!,what a day!,,,,phrase,,none,173
tricolore-1-5th-edition,quelque chose,something,,,,other,,none,173
tricolore-1-5th-edition,quelquefois,sometimes,,,,adverb,,none,173
tricolore-1-5th-edition,quelques jours,a few days,,,,phrase,,time-dates,173
tricolore-1-5th-edition,queue,"queue, tail (animal)",la,,,noun,,none,173
tricolore-1-5th-edition,qui,who,,,,other,,none,173
tricolore-1-5th-edition,qui est-ce?,who is it?,,,,phrase,,personal-info,173
tricolore-1-5th-edition,quinze,fifteen,,,,other,,none,173
tricolore-1-5th-edition,quinze jours,fortnight,,,,noun,,time-dates,173
tricolore-1-5th-edition,quitter,to leave,,,,verb,,none,173
tricolore-1-5th-edition,quoi!,what!,,,,other,,none,173
tricolore-1-5th-edition,raconter,"to tell, talk about",,,,verb,,communication,173
tricolore-1-5th-edition,radio,radio,une,,,noun,,communication,173
tricolore-1-5th-edition,raide,straight,,,,adjective,,none,173
tricolore-1-5th-edition,raisin,grape,un,,,noun,,food,173
tricolore-1-5th-edition,rang,row (in class),un,,,noun,,school,173
tricolore-1-5th-edition,ranger des affaires,to tidy up,,,,phrase,,home,173
tricolore-1-5th-edition,rappel,reminder,un,,,noun,,none,173
tricolore-1-5th-edition,raquette de tennis,tennis racket,une,,,noun,,hobby,173
tricolore-1-5th-edition,recette,recipe,une,,,noun,,food,173
tricolore-1-5th-edition,rechercher,to search for,,,,verb,,school,173
tricolore-1-5th-edition,recherches (f pl),research,les,f pl,f pl,noun,,school,173
tricolore-1-5th-edition,reconnaître,to recognise,,,,verb,,none,173
tricolore-1-5th-edition,reculez,go back (from reculer),,,,verb,,none,173
tricolore-1-5th-edition,regarder,"to watch, look at",,,,verb,,hobby,173
tricolore-1-5th-edition,regrette,I'm sorry (from regretter),,,,verb,,none,173
tricolore-1-5th-edition,remplacer,to replace,,,,verb,,none,173
tricolore-1-5th-edition,remplir,"to fill, fill in",,,,verb,,school,173
tricolore-1-5th-edition,rencontrer,to meet,,,,verb,,none,173
tricolore-1-5th-edition,rendez-vous,meeting place,un,,,noun,,none,173
tricolore-1-5th-edition,rentrer,to return,,,,verb,,daily-routine,173
tricolore-1-5th-edition,rentrée,return to school,la,,,noun,,school,173
tricolore-1-5th-edition,repas,meal,un,,,noun,,food,173
tricolore-1-5th-edition,requin,shark,un,,,noun,,none,173
tricolore-1-5th-edition,restaurant,restaurant,un,,,noun,,restaurant,173
tricolore-1-5th-edition,rester (à la maison),to stay (at home),,,,verb,,daily-routine,173
tricolore-1-5th-edition,rester en forme,to stay fit,,,,phrase,,health,173
tricolore-1-5th-edition,retard,late,,,,phrase,,time-dates,173
tricolore-1-5th-edition,retourner,to return,,,,verb,,none,173
tricolore-1-5th-edition,retrouver,to meet up with,,,,verb,,none,173
tricolore-1-5th-edition,revoir,goodbye,,,,phrase,,none,173
tricolore-1-5th-edition,reçu,receipt,un,,,noun,,shopping,173
tricolore-1-5th-edition,reçu,I received (from recevoir),,,,verb,,none,173
tricolore-1-5th-edition,riche,rich,,,,adjective,,none,173
tricolore-1-5th-edition,rien,"it's nothing, think nothing of it",,,,other,,none,173
tricolore-1-5th-edition,rien de spécial,nothing much,,,,phrase,,none,173
tricolore-1-5th-edition,rigolo,funny,,,,adjective,,none,173
tricolore-1-5th-edition,rire,to laugh,,,,verb,,none,173
tricolore-1-5th-edition,rit,we laugh (from rire),,,,verb,,none,173
tricolore-1-5th-edition,riz,rice,le,,,noun,,food,173
tricolore-1-5th-edition,robe,dress,une,,,noun,,shopping,173
tricolore-1-5th-edition,rocher,rock,un,,,noun,,none,173
tricolore-1-5th-edition,roi,king,un,,,noun,,none,173
tricolore-1-5th-edition,roller,roller skating,le,,,noun,,hobby,173
tricolore-1-5th-edition,rond(e),round,,,,adjective,,none,173
tricolore-1-5th-edition,rose,pink,,,,adjective,,none,173
tricolore-1-5th-edition,rouge,red,,,,adjective,,none,173
tricolore-1-5th-edition,route,road,une,,,noun,,travel,173
tricolore-1-5th-edition,roux,red/ginger,,,,adjective,,none,173
tricolore-1-5th-edition,rue,street,une,,,noun,,city-places,173
tricolore-1-5th-edition,rugby,rugby,le,,,noun,,hobby,173
tricolore-1-5th-edition,râpé(e)(s),grated,,,,adjective,,food,173
tricolore-1-5th-edition,règle,"ruler, rule",une,,,noun,,school,173
tricolore-1-5th-edition,récolte,harvest,une,,,noun,,none,173
tricolore-1-5th-edition,récréation,break,la,,,noun,,school,173
tricolore-1-5th-edition,répondre,to reply,,,,verb,,school,173
tricolore-1-5th-edition,réponse,"reply, answer",une,,,noun,,school,173
tricolore-1-5th-edition,répéter,to repeat,,,,verb,,school,173
tricolore-1-5th-edition,résultats (m pl),results,les,m pl,m pl,noun,,school,173
tricolore-1-5th-edition,résumé,summary,un,,,noun,,school,173
tricolore-1-5th-edition,rôti,roast,,,,adjective,,food,173
tricolore-1-5th-edition,s'accrocher,to hook on,,,,verb,,none,173
tricolore-1-5th-edition,s'il te plaît/s'il vous plaît,please,,,,phrase,,communication,173
tricolore-1-5th-edition,sa,"his, her, its (see p.103)",,,,adjective,,none,173
tricolore-1-5th-edition,sac,bag,un,,,noun,,shopping,173
tricolore-1-5th-edition,sage,good,,,,adjective,,none,173
tricolore-1-5th-edition,sainement,healthy,,,,adverb,,health,173
tricolore-1-5th-edition,Saint-Sylvestre,New Year's Eve,la,,,noun,,time-dates,173
tricolore-1-5th-edition,sais pas,I don't know (from savoir),,,,verb,,none,173
tricolore-1-5th-edition,saison,season,une,,,noun,,time-dates,173
tricolore-1-5th-edition,salade (verte),"lettuce, (green) salad",une,,,noun,,food,173
tricolore-1-5th-edition,salle de bains,bathroom,une,,,noun,,home,173
tricolore-1-5th-edition,salle de classe,classroom,une,,,noun,,school,173
tricolore-1-5th-edition,salle de séjour,living room,une,,,noun,,home,173
tricolore-1-5th-edition,salle à manger,dining room,une,,,noun,,home,173
tricolore-1-5th-edition,salon,"lounge, sitting room",un,,,noun,,home,173
tricolore-1-5th-edition,salut!,"hello, hi",,,,other,,communication,173
tricolore-1-5th-edition,salutation,greeting,une,,,noun,,communication,173
tricolore-1-5th-edition,samedi,(on) Saturday(s),(le),,,noun,,time-dates,173
tricolore-1-5th-edition,sandales (f pl),sandals,les,f pl,f pl,noun,,shopping,173
tricolore-1-5th-edition,sandwich,sandwich,un,,,noun,,food,173
tricolore-1-5th-edition,sans,without,,,,preposition,,none,173
tricolore-1-5th-edition,santé,health,la,,,noun,,health,173
tricolore-1-5th-edition,sardine,sardine,une,,,noun,,food,173
tricolore-1-5th-edition,saucisson,continental spicy sausage,un,,,noun,,food,173
tricolore-1-5th-edition,sauf,except,,,,preposition,,none,173
tricolore-1-5th-edition,sauter,to jump,,,,verb,,hobby,173
tricolore-1-5th-edition,savoir,to know,,,,verb,,none,173
tricolore-1-5th-edition,saxophone,saxophone,un,,,noun,,hobby,173
tricolore-1-5th-edition,sciences (f pl),science,les,f pl,f pl,noun,,school,173
tricolore-1-5th-edition,scolaire,to do with school,,,,adjective,,school,173
tricolore-1-5th-edition,se connecter,to go online,,,,verb,,communication,173
tricolore-1-5th-edition,seize,sixteen,,,,other,,none,173
tricolore-1-5th-edition,sel,salt,le,,,noun,,food,173
tricolore-1-5th-edition,semaine,week,une,,,noun,,time-dates,173
tricolore-1-5th-edition,sept,seven,,,,other,,none,173
tricolore-1-5th-edition,septembre,September,,,,noun,,time-dates,173
tricolore-1-5th-edition,serpent,snake,un,,,noun,,none,173
tricolore-1-5th-edition,sers-toi!,help yourself,,,,verb,,food,173
tricolore-1-5th-edition,ses,"his, her, its (see p.103)",,,,adjective,,none,173
tricolore-1-5th-edition,seul,alone,,,,adjective,,none,173
tricolore-1-5th-edition,seulement,only,,,,adverb,,none,173
tricolore-1-5th-edition,short,pair of shorts,un,,,noun,,shopping,173
tricolore-1-5th-edition,si,"if, yes",,,,other,,none,173
tricolore-1-5th-edition,simple,easy,,,,adjective,,none,173
tricolore-1-5th-edition,sinon,otherwise,,,,other,,none,173
tricolore-1-5th-edition,situé,situated,,,,adjective,,none,173
tricolore-1-5th-edition,six,six,,,,other,,none,173
tricolore-1-5th-edition,siècle,century,un,,,noun,,time-dates,173
tricolore-1-5th-edition,skate,skateboard,un,,,noun,,hobby,173
tricolore-1-5th-edition,SVT (Sciences de la Vie et de la Terre),natural sciences,,,,noun,,school,173
tricolore-1-5th-edition,séparer,to separate,,,,verb,,none,173
tricolore-1-5th-edition,sévère,strict,,,,adjective,,none,173
tricolore-1-5th-edition,tout seul,all alone,,,,phrase,,none,173
tricolore-1-5th-edition,un poisson rouge,goldfish,,,,noun,,none,173
tricolore-1-5th-edition,un sac à dos,backpack,,,,noun,,travel,173
tricolore-1-5th-edition,une pomme d'amour,toffee apple,,,,noun,,food,173
tricolore-1-5th-edition,avoir le temps,to have time,,,,phrase,,time-dates,174
tricolore-1-5th-edition,c'est tout,that's all,,,,phrase,,none,174
tricolore-1-5th-edition,du vin rouge/blanc,red/white wine,,,,phrase,,food,174
tricolore-1-5th-edition,en tout,in all,,,,phrase,,none,174
tricolore-1-5th-edition,en ville,in (to) the town centre,,,,phrase,,city-places,174
tricolore-1-5th-edition,faire du théâtre,to do drama,,,,phrase,,hobby,174
tricolore-1-5th-edition,faire les valises,to pack,,,,phrase,,travel,174
tricolore-1-5th-edition,il y a du soleil,it's sunny,,,,phrase,,weather,174
tricolore-1-5th-edition,il y a du vent,it's windy,,,,phrase,,weather,174
tricolore-1-5th-edition,je veux bien,I'd like to,,,,phrase,,none,174
tricolore-1-5th-edition,le tennis de table,table tennis,,,,noun,,hobby,174
tricolore-1-5th-edition,les grandes vacances (f pl),summer holidays,,f pl,f pl,noun,,vacation,174
tricolore-1-5th-edition,pas trop,not too much,,,,phrase,,none,174
tricolore-1-5th-edition,quel temps fait-il?,what's the weather like?,,,,phrase,,weather,174
tricolore-1-5th-edition,ski (nautique),(water) skiing,le,,,noun,,hobby,174
tricolore-1-5th-edition,snack,snack (bar),un,,,noun,,food,174
tricolore-1-5th-edition,sofa,"sofa, settee",un,,,noun,,home,174
tricolore-1-5th-edition,soir,(in the) evening(s),le,,,noun,,time-dates,174
tricolore-1-5th-edition,soixante,sixty,,,,other,,none,174
tricolore-1-5th-edition,soixante-dix,seventy,,,,other,,none,174
tricolore-1-5th-edition,soleil,sun,le,,,noun,,weather,174
tricolore-1-5th-edition,sommaire,summary,un,,,noun,,school,174
tricolore-1-5th-edition,sommes,we are (from être see p.49),,,,verb,,none,174
tricolore-1-5th-edition,son,sound,un,,,noun,,none,174
tricolore-1-5th-edition,son,"his, her, its (see p.103)",,,,adjective,,none,174
tricolore-1-5th-edition,sondage,"survey, opinion poll",un,,,noun,,school,174
tricolore-1-5th-edition,sonner,to ring,,,,verb,,communication,174
tricolore-1-5th-edition,sont,they are (from être see p.49),,,,verb,,none,174
tricolore-1-5th-edition,sort,she goes out (from sortir),,,,verb,,none,174
tricolore-1-5th-edition,sortir,to go out,,,,verb,,none,174
tricolore-1-5th-edition,soudain,suddenly,,,,adverb,,none,174
tricolore-1-5th-edition,souligner,to underline,,,,verb,,school,174
tricolore-1-5th-edition,souligné,underlined,,,,adjective,,school,174
tricolore-1-5th-edition,souper,supper,le,,,noun,,food,174
tricolore-1-5th-edition,souris,mouse,une,,,noun,,communication,174
tricolore-1-5th-edition,sous,under,,,,preposition,,none,174
tricolore-1-5th-edition,souvent,often,,,,adverb,,none,174
tricolore-1-5th-edition,spectacle,show,un,,,noun,,hobby,174
tricolore-1-5th-edition,sport,sport,le,,,noun,,hobby,174
tricolore-1-5th-edition,sportif (f sportive),fond of sports,,,,adjective,,hobby,174
tricolore-1-5th-edition,sports d'hiver (m pl),winter sports,les,m pl,m pl,noun,,hobby,174
tricolore-1-5th-edition,stade,stadium,un,,,noun,,city-places,174
tricolore-1-5th-edition,stage,course,un,,,noun,,school,174
tricolore-1-5th-edition,station (de radio),(radio) station,une,,,noun,,communication,174
tricolore-1-5th-edition,station d'accueil MP3,MP3 dock,une,,,noun,,communication,174
tricolore-1-5th-edition,strophe,verse,une,,,noun,,school,174
tricolore-1-5th-edition,stylo,pen,un,,,noun,,school,174
tricolore-1-5th-edition,sucre,sugar,le,,,noun,,food,174
tricolore-1-5th-edition,sucreries (f pl),sweet things,des,f pl,f pl,noun,,food,174
tricolore-1-5th-edition,sud,south,le,,,noun,,travel,174
tricolore-1-5th-edition,suis,I am (from être see p.49),,,,verb,,none,174
tricolore-1-5th-edition,Suisse,Switzerland,la,,,noun,,travel,174
tricolore-1-5th-edition,suit,(it) follows (from suivre),,,,verb,,none,174
tricolore-1-5th-edition,suivant,following,,,,adjective,,none,174
tricolore-1-5th-edition,super,great,,,,adjective,,none,174
tricolore-1-5th-edition,supermarché,supermarket,un,,,noun,,shopping,174
tricolore-1-5th-edition,sur,on,,,,preposition,,none,174
tricolore-1-5th-edition,surfer (sur le Net),to surf (the Net),,,,verb,,communication,174
tricolore-1-5th-edition,surligneur,highlighter,un,,,noun,,school,174
tricolore-1-5th-edition,surnom,nickname,un,,,noun,,personal-info,174
tricolore-1-5th-edition,surprise-partie,party,une,,,noun,,hobby,174
tricolore-1-5th-edition,surtout,especially,,,,adverb,,none,174
tricolore-1-5th-edition,sweat,sweatshirt,un,,,noun,,shopping,174
tricolore-1-5th-edition,sympa,"nice, good",,,,adjective,,none,174
tricolore-1-5th-edition,sympathique,nice,,,,adjective,,none,174
tricolore-1-5th-edition,synagogue,synagogue,une,,,noun,,city-places,174
tricolore-1-5th-edition,Syndicat d'Initiative,tourist office,un,,,noun,,travel,174
tricolore-1-5th-edition,sœur,sister,une,,,noun,,family,174
tricolore-1-5th-edition,ta,your (see p.22),,,,adjective,,none,174
tricolore-1-5th-edition,table,table,une,,,noun,,home,174
tricolore-1-5th-edition,tableau,"board, picture, table in a book",un,,,noun,,school,174
tricolore-1-5th-edition,tableau interactif,interactive whiteboard,un,,,noun,,school,174
tricolore-1-5th-edition,tablette,tablet computer,une,,,noun,,communication,174
tricolore-1-5th-edition,taille-crayon,pencil sharpener,un,,,noun,,school,174
tricolore-1-5th-edition,tais-toi!/taisez-vous!,be quiet!,,,,verb,,communication,174
tricolore-1-5th-edition,tante,aunt,une,,,noun,,family,174
tricolore-1-5th-edition,tapis d'ordinateur,mouse mat,un,,,noun,,communication,174
tricolore-1-5th-edition,tarentule,tarantula spider,une,,,noun,,none,174
tricolore-1-5th-edition,tarte,tart,une,,,noun,,food,174
tricolore-1-5th-edition,tarte aux pommes,apple tart,une,,,noun,,food,174
tricolore-1-5th-edition,tartine,piece of bread and butter and/or jam,une,,,noun,,food,174
tricolore-1-5th-edition,taxi,taxi,un,,,noun,,travel,174
tricolore-1-5th-edition,technologie,technology,la,,,noun,,school,174
tricolore-1-5th-edition,tee-shirt,T-shirt,un,,,noun,,shopping,174
tricolore-1-5th-edition,temple,temple,un,,,noun,,city-places,174
tricolore-1-5th-edition,temps,"weather, time",le,,,noun,,weather,174
tricolore-1-5th-edition,tennis,tennis,le,,,noun,,hobby,174
tricolore-1-5th-edition,tennis (f pl),tennis shoes,les,f pl,f pl,noun,,shopping,174
tricolore-1-5th-edition,tente,tent,une,,,noun,,vacation,174
tricolore-1-5th-edition,terminer,to end,,,,verb,,school,174
tricolore-1-5th-edition,terrain de football,football pitch,un,,,noun,,hobby,174
tricolore-1-5th-edition,tes,your (see p.22),,,,adjective,,none,174
tricolore-1-5th-edition,texto,text message,un,,,noun,,communication,174
tricolore-1-5th-edition,thé,tea,le,,,noun,,food,174
tricolore-1-5th-edition,théâtre,theatre,un,,,noun,,hobby,174
tricolore-1-5th-edition,tiens!,"hey, look!",,,,other,,communication,174
tricolore-1-5th-edition,tigré,tabby (cat),,,,adjective,,none,174
tricolore-1-5th-edition,timbre,stamp,un,,,noun,,communication,174
tricolore-1-5th-edition,titre,"title, heading",un,,,noun,,school,174
tricolore-1-5th-edition,toast,toast,le,,,noun,,food,174
tricolore-1-5th-edition,toboggan,flume (in pool),un,,,noun,,vacation,174
tricolore-1-5th-edition,toi,you,,,,other,,none,174
tricolore-1-5th-edition,toilettes (f pl),toilets,les,f pl,f pl,noun,,home,174
tricolore-1-5th-edition,toit,roof,un,,,noun,,home,174
tricolore-1-5th-edition,tomate,tomato,une,,,noun,,food,174
tricolore-1-5th-edition,tombe,(it) falls (from tomber),,,,verb,,none,174
tricolore-1-5th-edition,tombola,"tombola, raffle",une,,,noun,,hobby,174
tricolore-1-5th-edition,ton,your (see p.22),,,,adjective,,none,174
tricolore-1-5th-edition,toujours,"still, always",,,,adverb,,none,174
tricolore-1-5th-edition,tour,tower,une,,,noun,,city-places,174
tricolore-1-5th-edition,tour,turn (in game),un,,,noun,,hobby,174
tricolore-1-5th-edition,tournez,turn (from tourner),,,,verb,,travel,174
tricolore-1-5th-edition,tous,all,,,,other,,none,174
tricolore-1-5th-edition,tous les jours,every day,,,,phrase,,time-dates,174
tricolore-1-5th-edition,Toussaint,"All Saints' Day, autumn half-term holiday",la,,,noun,,time-dates,174
tricolore-1-5th-edition,tout,everything,,,,other,,none,174
tricolore-1-5th-edition,tout de suite,"straight away, immediately",,,,phrase,,none,174
tricolore-1-5th-edition,tout droit,straight ahead,,,,phrase,,travel,174
tricolore-1-5th-edition,tout le monde,everyone,,,,other,,none,174
tricolore-1-5th-edition,tout le temps,all the time,,,,phrase,,none,174
tricolore-1-5th-edition,tout près,very near,,,,phrase,,none,174
tricolore-1-5th-edition,traduit,translated (from traduire),,,,adjective,,school,174
tricolore-1-5th-edition,train,train,un,,,noun,,travel,174
tricolore-1-5th-edition,travail!,down to work!,,,,phrase,,profession,174
tricolore-1-5th-edition,travailler,to work,,,,verb,,profession,174
tricolore-1-5th-edition,traverser,to cross,,,,verb,,travel,174
tricolore-1-5th-edition,treize,thirteen,,,,other,,none,174
tricolore-1-5th-edition,trente,thirty,,,,other,,none,174
tricolore-1-5th-edition,tricot,jumper (or anything knitted),un,,,noun,,hobby,174
tricolore-1-5th-edition,trois,three,,,,other,,none,174
tricolore-1-5th-edition,troisième,third,,,,other,,none,174
tricolore-1-5th-edition,trombone,"trombone, paperclip",une,,,noun,,school,174
tricolore-1-5th-edition,trompette,trumpet,une,,,noun,,hobby,174
tricolore-1-5th-edition,trop ...,too ...,,,,adverb,,none,174
tricolore-1-5th-edition,trousse,pencil case,une,,,noun,,school,174
tricolore-1-5th-edition,trouver,to find,,,,verb,,none,174
tricolore-1-5th-edition,très,very,,,,adverb,,none,174
tricolore-1-5th-edition,tu,"you (singular, informal) (see p.22)",,,,other,,none,174
tricolore-1-5th-edition,typique,typical,,,,adjective,,none,174
tricolore-1-5th-edition,télé,on TV,,,,phrase,,communication,174
tricolore-1-5th-edition,téléphoner,to telephone,,,,verb,,communication,174
tricolore-1-5th-edition,télévision (la télé),television (TV),la,,,noun,,communication,174
tricolore-1-5th-edition,tête,head,la,,,noun,,health,174
tricolore-1-5th-edition,un (f une),"a, one",,,,other,,none,174
tricolore-1-5th-edition,un thé au citron,lemon tea,,,,noun,,food,174
tricolore-1-5th-edition,uniforme,uniform,un,,,noun,,school,174
tricolore-1-5th-edition,unique,only,,,,adjective,,none,174
tricolore-1-5th-edition,univers (m),universe,l',m,,noun,,none,174
tricolore-1-5th-edition,use,that wears out (of shoes) (from user),,,,verb,,none,174
tricolore-1-5th-edition,utile,useful,,,,adjective,,none,174
tricolore-1-5th-edition,va,he/she/it goes (from aller see p.88),,,,verb,,none,174
tricolore-1-5th-edition,vacances,on holiday,,,,phrase,,vacation,174
tricolore-1-5th-edition,vais,I go (from aller see p.88),,,,verb,,none,174
tricolore-1-5th-edition,valise,suitcase,une,,,noun,,travel,174
tricolore-1-5th-edition,vanille,vanilla flavoured,,,,phrase,,food,174
tricolore-1-5th-edition,vend,they're selling (from vendre),,,,verb,,shopping,174
tricolore-1-5th-edition,vendeur (une vendeuse),shop assistant,un,,,noun,,profession,174
tricolore-1-5th-edition,vendre,to sell,,,,verb,,shopping,174
tricolore-1-5th-edition,vendredi,(on) Friday(s),(le),,,noun,,time-dates,174
tricolore-1-5th-edition,venez voir,come and see,,,,phrase,,none,174
tricolore-1-5th-edition,venir,to come,,,,verb,,none,174
tricolore-1-5th-edition,vent,wind,le,,,noun,,weather,174
tricolore-1-5th-edition,verre,glass,un,,,noun,,food,174
tricolore-1-5th-edition,vert,green,,,,adjective,,none,174
tricolore-1-5th-edition,verticalement,down,,,,adverb,,school,174
tricolore-1-5th-edition,veste,jacket,une,,,noun,,shopping,174
tricolore-1-5th-edition,veut ... ?,who wants ... ? (from vouloir),,,,verb,,none,174
tricolore-1-5th-edition,veux,I want (from vouloir),,,,verb,,none,174
tricolore-1-5th-edition,veux ... ?,do you want ... ? (from vouloir),,,,verb,,none,174
tricolore-1-5th-edition,viande,meat,la,,,noun,,food,174
tricolore-1-5th-edition,vidéo,video,une,,,noun,,hobby,174
tricolore-1-5th-edition,viens,come here (from venir),,,,verb,,none,174
tricolore-1-5th-edition,vieux (f vieille),old,,,,adjective,,none,174
tricolore-1-5th-edition,village,village,un,,,noun,,city-places,174
tricolore-1-5th-edition,ville,town,une,,,noun,,city-places,174
tricolore-1-5th-edition,vin,wine,le,,,noun,,food,174
tricolore-1-5th-edition,vinaigre,vinegar,le,,,noun,,food,174
tricolore-1-5th-edition,vingt,twenty,,,,other,,none,174
tricolore-1-5th-edition,violon,violin,un,,,noun,,hobby,174
tricolore-1-5th-edition,violoncelle,cello,un,,,noun,,hobby,174
tricolore-1-5th-edition,visite guidée,guided tour,une,,,noun,,travel,174
tricolore-1-5th-edition,visiter,to visit,,,,verb,,travel,174
tricolore-1-5th-edition,vite,quickly,,,,adverb,,none,174
tricolore-1-5th-edition,vitesse,speed,la,,,noun,,travel,174
tricolore-1-5th-edition,vive les vacances!,long live the holidays!,,,,phrase,,vacation,174
tricolore-1-5th-edition,voici,"here is, here are",,,,other,,none,174
tricolore-1-5th-edition,voile,sailing,la,,,noun,,hobby,174
tricolore-1-5th-edition,voilà,"there is, there are",,,,other,,none,174
tricolore-1-5th-edition,voir,to see,,,,verb,,none,174
tricolore-1-5th-edition,voiture,car,une,,,noun,,travel,174
tricolore-1-5th-edition,voix,"voice, vote",une,,,noun,,none,174
tricolore-1-5th-edition,voler,"to fly, to steal",,,,verb,,none,174
tricolore-1-5th-edition,volley,volleyball,le,,,noun,,hobby,174
tricolore-1-5th-edition,vont,they go (from aller see p.88),,,,verb,,none,174
tricolore-1-5th-edition,vote,vote,une,,,noun,,none,174
tricolore-1-5th-edition,votre (pl vos),your (see p.104),,,pl vos,adjective,,none,174
tricolore-1-5th-edition,voudrais,I'd like,,,,verb,,none,174
tricolore-1-5th-edition,vous,you (plural; singular polite form),,,,other,,none,174
tricolore-1-5th-edition,voyage,journey,un,,,noun,,travel,174
tricolore-1-5th-edition,voyager,to travel,,,,verb,,travel,174
tricolore-1-5th-edition,voyelle,vowel,une,,,noun,,school,174
tricolore-1-5th-edition,voyons,let's see (from voir),,,,verb,,none,174
tricolore-1-5th-edition,vrai,true,,,,adjective,,none,174
tricolore-1-5th-edition,vraiment,really,,,,adverb,,none,174
tricolore-1-5th-edition,vue,view,une,,,noun,,none,174
tricolore-1-5th-edition,végétarien(ne),vegetarian,,,,adjective,,food,174
tricolore-1-5th-edition,vélo,bicycle,un,,,noun,,hobby,174
tricolore-1-5th-edition,vélo tout terrain (VTT),mountain bike (biking),le,,,noun,,hobby,174
tricolore-1-5th-edition,vérifier,to check,,,,verb,,none,174
tricolore-1-5th-edition,vêtements (m pl),clothes,les,m pl,m pl,noun,,shopping,174
tricolore-1-5th-edition,weekend,(at the) weekend,le,,,noun,,time-dates,174
tricolore-1-5th-edition,y,there,,,,other,,none,174
tricolore-1-5th-edition,yaourt,yoghurt,un,,,noun,,food,174
tricolore-1-5th-edition,yeux (m pl),eyes,les,m pl,m pl,noun,,health,174
tricolore-1-5th-edition,zoo,zoo,un,,,noun,,vacation,174
tricolore-1-5th-edition,zéro,zero,,,,other,,none,174
tricolore-1-5th-edition,à tout à l'heure,see you later,,,,phrase,,communication,174
tricolore-1-5th-edition,ça va?,how are you?,,,,phrase,,communication,174
tricolore-1-5th-edition,(auto)bus,bus,un,,,noun,,travel,175
tricolore-1-5th-edition,(les cheveux) frisé(s),curly (hair),,,,adjective,,personal-info,175
tricolore-1-5th-edition,(les cheveux) roux,ginger (hair),,,,adjective,,personal-info,175
tricolore-1-5th-edition,abricot,apricot,un,,,noun,,food,175
tricolore-1-5th-edition,adorer,to adore,,,,verb,,none,175
tricolore-1-5th-edition,affreux/affreuse,awful,,,,adjective,,none,175
tricolore-1-5th-edition,Allemagne (f),Germany,l',f,,noun,,travel,175
tricolore-1-5th-edition,allemand,German,,,,adjective,,school,175
tricolore-1-5th-edition,aller,to go,,,,verb,,none,175
tricolore-1-5th-edition,aller à la pêche,to go fishing,,,,phrase,,hobby,175
tricolore-1-5th-edition,ami(e),friend,un(e),,,noun,,none,175
tricolore-1-5th-edition,Amitiés,best wishes (at end of letter),,,,phrase,,communication,175
