collection,word,translation,article,plural,word_class,example,topic,source_page
tricolore-2-5th-edition,est-ce que ...?,question form,,,phrase,,none,168
tricolore-2-5th-edition,estragon,with tarragon,à l',,phrase,,none,168
tricolore-2-5th-edition,et,and,,,other,,none,168
tricolore-2-5th-edition,euro,euro,un,,noun,,shopping,168
tricolore-2-5th-edition,Europe (f),Europe,l',,noun,,none,168
tricolore-2-5th-edition,européen (européenne),European,,,adjective,,none,168
tricolore-2-5th-edition,examen,exam(ination),un,,noun,,school,168
tricolore-2-5th-edition,excité,excited,,,adjective,,none,168
tricolore-2-5th-edition,excursion,excursion,une,,noun,,vacation,168
tricolore-2-5th-edition,exemple,for example,par,,phrase,,none,168
tricolore-2-5th-edition,exercice,exercise,un,,noun,,none,168
tricolore-2-5th-edition,exploser,to explode,,,verb,,none,168
tricolore-2-5th-edition,exposition,exhibition,une,,noun,,hobby,168
tricolore-2-5th-edition,extrait,extract,un,,noun,,none,168
tricolore-2-5th-edition,extraordinaire,extraordinary,,,adjective,,none,168
tricolore-2-5th-edition,il dort,"he is sleeping, he sleeps",,,phrase,,none,168
tricolore-2-5th-edition,jouer aux échecs,to play chess,,,verb,,hobby,168
tricolore-2-5th-edition,l'eau minérale,mineral water,,,phrase,,food,168
tricolore-2-5th-edition,le dimanche,on Sundays,,,phrase,,none,168
tricolore-2-5th-edition,par erreur,by mistake,,,phrase,,none,168
tricolore-2-5th-edition,un escalier roulant,escalator,,,phrase,,none,168
tricolore-2-5th-edition,échapper,to escape,s',,verb,,none,168
tricolore-2-5th-edition,écharpe,scarf,une,,noun,,shopping,168
tricolore-2-5th-edition,échecs (m pl),chess,les,,noun,,hobby,168
tricolore-2-5th-edition,éclair,eclair (type of cake),un,,noun,,food,168
tricolore-2-5th-edition,école,school,une,,noun,,school,168
tricolore-2-5th-edition,Écosse (f),Scotland,l',,noun,,none,168
tricolore-2-5th-edition,écouter,to listen to,,,verb,,none,168
tricolore-2-5th-edition,écrire,to write,,,verb,,none,168
tricolore-2-5th-edition,écrivain,writer,un,,noun,,profession,168
tricolore-2-5th-edition,éducation physique (f),physical education,l',,noun,,school,168
tricolore-2-5th-edition,élève,"pupil, student",un(e),,noun,,school,168
tricolore-2-5th-edition,élégant,"elegant, smart",,,adjective,,none,168
tricolore-2-5th-edition,éléphant,elephant,un,,noun,,none,168
tricolore-2-5th-edition,émission,"emission, radio/TV programme",une,,noun,,none,168
tricolore-2-5th-edition,énergie (f),energy,l',,noun,,none,168
tricolore-2-5th-edition,épaule,shoulder,une,,noun,,health,168
tricolore-2-5th-edition,épicerie,grocer's shop,une,,noun,,profession,168
tricolore-2-5th-edition,épicier (épicière),grocer,un(e),,noun,,profession,168
tricolore-2-5th-edition,équipe,team,une,,noun,,none,168
tricolore-2-5th-edition,étage,"storey, floor",un,,noun,,none,168
tricolore-2-5th-edition,étape,stage,une,,noun,,none,168
tricolore-2-5th-edition,États-Unis (m pl),United States,les,,noun,,none,168
tricolore-2-5th-edition,étrange,strange,,,adjective,,none,168
tricolore-2-5th-edition,étranger,abroad,à l',,phrase,,travel,168
tricolore-2-5th-edition,étudiant(e),student,un(e),,noun,,school,168
tricolore-2-5th-edition,été (m),summer,l',,noun,,time-dates,168
tricolore-2-5th-edition,évidemment,obviously,,,adverb,,none,168
tricolore-2-5th-edition,événement,event,un,,noun,,none,168
tricolore-2-5th-edition,être,to be,,,verb,,none,168
tricolore-2-5th-edition,(pâté/gâteau) maison,made on the premises,,,adjective,,food,169
tricolore-2-5th-edition,avoir lieu,to take place,,,verb,,none,169
tricolore-2-5th-edition,chasse à l'intrus,find the odd one out,,,phrase,,none,169
tricolore-2-5th-edition,de bonne heure,early,,,phrase,,none,169
tricolore-2-5th-edition,faire du lèche-vitrines,to go window shopping,,,phrase,,shopping,169
tricolore-2-5th-edition,grand-mère,grandmother,une,,noun,,family,169
tricolore-2-5th-edition,grand-père,grandfather,un,,noun,,family,169
tricolore-2-5th-edition,grands-parents (m pl),grandparents,les,,noun,,family,169
tricolore-2-5th-edition,gratuit,free,,,adjective,,none,169
tricolore-2-5th-edition,grec (grecque),Greek,,,adjective,,none,169
tricolore-2-5th-edition,grille,"grid, grill",une,,noun,,none,169
tricolore-2-5th-edition,grimper,to climb,,,verb,,none,169
tricolore-2-5th-edition,gris,grey,,,adjective,,none,169
tricolore-2-5th-edition,gros(se),"big, fat",,,adjective,,none,169
tricolore-2-5th-edition,grossir,"to get fat, to put on weight",,,verb,,none,169
tricolore-2-5th-edition,groupe,group,un,,noun,,none,169
tricolore-2-5th-edition,Grèce,Greece,la,,noun,,none,169
tricolore-2-5th-edition,guichet,ticket office,un,,noun,,travel,169
tricolore-2-5th-edition,guide,guide book,un,,noun,,none,169
tricolore-2-5th-edition,guitare,guitar,une,,noun,,hobby,169
tricolore-2-5th-edition,gymnase,gym(nasium),un,,noun,,none,169
tricolore-2-5th-edition,gymnastique,gymnastics,la,,noun,,hobby,169
tricolore-2-5th-edition,habiller,to get dressed,s',,verb,,daily-routine,169
tricolore-2-5th-edition,habiter,to live in or at,,,verb,,none,169
tricolore-2-5th-edition,habitude,usually,d',,phrase,,daily-routine,169
tricolore-2-5th-edition,hand(ball),handball,le,,noun,,health,169
tricolore-2-5th-edition,handicapé,"handicapped, disabled",,,adjective,,none,169
tricolore-2-5th-edition,hanté,haunted,,,adjective,,none,169
tricolore-2-5th-edition,haricots blancs (m pl),haricot beans,les,,noun,,none,169
tricolore-2-5th-edition,haricots verts (m pl),green beans,les,,noun,,none,169
tricolore-2-5th-edition,haut,top,un,,noun,,none,169
tricolore-2-5th-edition,haut,"high, tall",,,adjective,,none,169
tricolore-2-5th-edition,haut en bas,from top to bottom,de,,phrase,,none,169
tricolore-2-5th-edition,haut les mains,hands up,,,phrase,,health,169
tricolore-2-5th-edition,hauteur,height,la,,noun,,none,169
tricolore-2-5th-edition,hectare,hectare,un,,noun,,none,169
tricolore-2-5th-edition,heure,"time, hour",une,,noun,,time-dates,169
tricolore-2-5th-edition,heure,on time,à l',,phrase,,time-dates,169
tricolore-2-5th-edition,heureusement,fortunately,,,adverb,,none,169
tricolore-2-5th-edition,hier,yesterday,,,adverb,,time-dates,169
tricolore-2-5th-edition,hippopotame,hippopotamus,un,,noun,,none,169
tricolore-2-5th-edition,histoire,story,une,,noun,,none,169
tricolore-2-5th-edition,histoire (f),history,l',,noun,,none,169
tricolore-2-5th-edition,hiver,in winter,en,,phrase,,time-dates,169
tricolore-2-5th-edition,hiver (m),winter,l',,noun,,time-dates,169
tricolore-2-5th-edition,hockey,hockey,le,,noun,,none,169
tricolore-2-5th-edition,horaire,timetable,un,,noun,,school,169
tricolore-2-5th-edition,horloge,clock,une,,noun,,none,169
tricolore-2-5th-edition,hors-d'œuvre,"first course, hors-d'œuvre",un,,noun,,restaurant,169
tricolore-2-5th-edition,hospitalité (f),hospitality,l',,noun,,none,169
tricolore-2-5th-edition,hot-dog,hot dog,un,,noun,,weather,169
tricolore-2-5th-edition,humain,human,,,adjective,,none,169
tricolore-2-5th-edition,huîtres (f pl),oysters,des,,noun,,food,169
tricolore-2-5th-edition,hâché,minced,,,adjective,,none,169
tricolore-2-5th-edition,hélicoptère,helicopter,un,,noun,,none,169
tricolore-2-5th-edition,hérisson,hedgehog,un,,noun,,none,169
tricolore-2-5th-edition,hôpital,hospital,un,,noun,,health,169
tricolore-2-5th-edition,hôtel,hotel,un,,noun,,none,169
tricolore-2-5th-edition,ici,here,,,adverb,,none,169
tricolore-2-5th-edition,identifier,to identify,,,verb,,none,169
tricolore-2-5th-edition,identique,identical,,,adjective,,none,169
tricolore-2-5th-edition,idéal,ideal,,,adjective,,none,169
tricolore-2-5th-edition,idée,idea,une,,noun,,none,169
tricolore-2-5th-edition,il a mal au dos,he has backache,,,phrase,,health,169
tricolore-2-5th-edition,il y a,"there is, there are",,,phrase,,none,169
tricolore-2-5th-edition,image,picture,une,,noun,,none,169
tricolore-2-5th-edition,immédiatement,immediately,,,adverb,,none,169
tricolore-2-5th-edition,impatience,impatiently,avec,,phrase,,none,169
tricolore-2-5th-edition,imper(méable),raincoat,un,,noun,,none,169
tricolore-2-5th-edition,important,important,,,adjective,,none,169
tricolore-2-5th-edition,impossible,impossible,,,adjective,,none,169
tricolore-2-5th-edition,imprimante,printer,une,,noun,,communication,169
tricolore-2-5th-edition,imprimer,to print,,,verb,,none,169
tricolore-2-5th-edition,inconvénient,disadvantage,un,,noun,,none,169
tricolore-2-5th-edition,indice,clue,une,,noun,,none,169
tricolore-2-5th-edition,indisponible,unavailable,,,adjective,,none,169
tricolore-2-5th-edition,infirmier (infirmière),nurse,un(e),,noun,,profession,169
tricolore-2-5th-edition,informatique (f),"computing, information technology",l',,noun,,none,169
tricolore-2-5th-edition,ingrédients (m pl),ingredients,les,,noun,,none,169
tricolore-2-5th-edition,inhalateur,inhaler,un,,noun,,health,169
tricolore-2-5th-edition,inquiéter,to be worried,s',,verb,,none,169
tricolore-2-5th-edition,inscrire (dans),"to register, to enrol (in)",s',,verb,,none,169
tricolore-2-5th-edition,installer,to settle,s',,verb,,none,169
tricolore-2-5th-edition,instruction civique (f),citizenship,l',,noun,,school,169
tricolore-2-5th-edition,instruction religieuse (f),religious education,l',,noun,,school,169
tricolore-2-5th-edition,instrument (de musique),musical instrument,un,,noun,,none,169
tricolore-2-5th-edition,internat,boarding school,un,,noun,,school,169
tricolore-2-5th-edition,Internet (m),internet,l',,noun,,communication,169
tricolore-2-5th-edition,interview,interview,une,,noun,,none,169
tricolore-2-5th-edition,intrus (m),intruder,l',,noun,,none,169
tricolore-2-5th-edition,intéressant,interesting,,,adjective,,none,169
tricolore-2-5th-edition,intéresser à,to be interested in,s',,verb,,none,169
tricolore-2-5th-edition,intérieur,inside,à l',,phrase,,none,169
tricolore-2-5th-edition,inventeur,inventor,un,,noun,,profession,169
tricolore-2-5th-edition,invention,invention,une,,noun,,none,169
tricolore-2-5th-edition,invitation,invitation,une,,noun,,none,169
tricolore-2-5th-edition,invité(e),guest,un(e),,noun,,none,169
tricolore-2-5th-edition,irlandais,Irish,,,adjective,,none,169
tricolore-2-5th-edition,Irlande (du Nord) (f),Ireland (Northern),l',,noun,,none,169
tricolore-2-5th-edition,Italie (f),Italy,l',,noun,,none,169
tricolore-2-5th-edition,italien (italienne),Italian,,,adjective,,none,169
tricolore-2-5th-edition,itinéraire,itinerary,une,,noun,,none,169
tricolore-2-5th-edition,j'ai mal au ventre,I have stomach ache,,,phrase,,health,169
tricolore-2-5th-edition,j'ai mal à la gorge,I have a sore throat,,,phrase,,health,169
tricolore-2-5th-edition,jamais,never,ne ...,,adverb,,none,169
tricolore-2-5th-edition,jambe,leg,une,,noun,,health,169
tricolore-2-5th-edition,jambon,ham,le,,noun,,food,169
tricolore-2-5th-edition,jardin,garden,un,,noun,,home,169
tricolore-2-5th-edition,jardin botanique,botanical garden,le,,noun,,home,169
tricolore-2-5th-edition,jaune,yellow,,,adjective,,none,169
tricolore-2-5th-edition,jean,pair of jeans,un,,noun,,shopping,169
tricolore-2-5th-edition,jetable,disposable,,,adjective,,none,169
tricolore-2-5th-edition,jeter,to throw,,,verb,,none,169
tricolore-2-5th-edition,jeu (pl jeux),game,un,jeux,noun,,hobby,169
tricolore-2-5th-edition,jeu vidéo,computer game,un,,noun,,hobby,169
tricolore-2-5th-edition,jeudi,Thursday,,,noun,,time-dates,169
tricolore-2-5th-edition,jeudi,on Thursdays,le,,noun,,none,169
tricolore-2-5th-edition,jeune,young,,,adjective,,none,169
tricolore-2-5th-edition,jogging,"jogging trousers, tracksuit",un,,noun,,shopping,169
tricolore-2-5th-edition,joli,pretty,,,adjective,,none,169
tricolore-2-5th-edition,jouer,to play,,,verb,,none,169
tricolore-2-5th-edition,joueur (joueuse),player,un(e),,noun,,none,169
tricolore-2-5th-edition,jour,day,un,,noun,,time-dates,169
tricolore-2-5th-edition,jour de fête,"fun day, festival",,,phrase,,hobby,169
tricolore-2-5th-edition,jour férié,public holiday,,,phrase,,vacation,169
tricolore-2-5th-edition,journal (pl journaux),newspaper,un,journaux,noun,,none,169
tricolore-2-5th-edition,journée,day,une,,noun,,time-dates,169
tricolore-2-5th-edition,judo,judo,le,,noun,,none,169
tricolore-2-5th-edition,juillet,July,,,noun,,time-dates,169
tricolore-2-5th-edition,juin,June,,,noun,,time-dates,169
tricolore-2-5th-edition,jumeaux (jumelles),twins,des,,noun,,family,169
tricolore-2-5th-edition,jumelles (f pl),binoculars,des,,noun,,none,169
tricolore-2-5th-edition,jungle,jungle,un,,noun,,none,169
tricolore-2-5th-edition,jupe,skirt,une,,noun,,shopping,169
tricolore-2-5th-edition,jus de fruit,fruit juice,un,,noun,,food,169
tricolore-2-5th-edition,jusqu'à,"until, as far as",,,preposition,,none,169
tricolore-2-5th-edition,kayak,canoe,un,,noun,,none,169
tricolore-2-5th-edition,ketchup,tomato ketchup,le,,noun,,food,169
tricolore-2-5th-edition,kilo,kilo(gram),un,,noun,,none,169
tricolore-2-5th-edition,kiosque,kiosk,un,,noun,,none,169
tricolore-2-5th-edition,kiwi,kiwi fruit,un,,noun,,food,169
tricolore-2-5th-edition,klaxonner,to sound the horn,,,verb,,none,169
tricolore-2-5th-edition,laboratoire,laboratory,un,,noun,,none,169
tricolore-2-5th-edition,lac,lake,un,,noun,,none,169
tricolore-2-5th-edition,laisser,to leave,,,verb,,none,169
tricolore-2-5th-edition,laisser tomber,to drop,,,verb,,none,169
tricolore-2-5th-edition,lait,milk,le,,noun,,food,169
tricolore-2-5th-edition,langue,"language, tongue",une,,noun,,none,169
tricolore-2-5th-edition,langues vivantes,modern languages,les,,noun,,none,169
tricolore-2-5th-edition,lapin,rabbit,un,,noun,,none,169
tricolore-2-5th-edition,latin,Latin,le,,noun,,none,169
tricolore-2-5th-edition,laver,to wash,,,verb,,daily-routine,169
tricolore-2-5th-edition,lecteur (MP3/DVD),(MP3/DVD) player,un,,noun,,none,169
tricolore-2-5th-edition,lecture,reading,la,,noun,,hobby,169
tricolore-2-5th-edition,lentement,slowly,,,adverb,,none,169
tricolore-2-5th-edition,lettre,letter,une,,noun,,communication,169
tricolore-2-5th-edition,lever,to get up,se,,verb,,daily-routine,169
tricolore-2-5th-edition,librairie,bookshop,une,,noun,,none,169
tricolore-2-5th-edition,libre,free,,,adjective,,none,169
tricolore-2-5th-edition,lien,link,un,,noun,,communication,169
tricolore-2-5th-edition,lieu,place,un,,noun,,none,169
tricolore-2-5th-edition,limonade,lemonade,la,,noun,,food,169
tricolore-2-5th-edition,lion,lion,un,,noun,,none,169
tricolore-2-5th-edition,lire,to read,,,verb,,none,169
tricolore-2-5th-edition,liseuse,an e-reader,une,,noun,,none,169
tricolore-2-5th-edition,lit,bed,un,,noun,,home,169
tricolore-2-5th-edition,litre,litre,un,,noun,,none,169
tricolore-2-5th-edition,livre,book,un,,noun,,none,169
tricolore-2-5th-edition,livre,"pound (sterling), pound (weight)",une,,noun,,none,169
tricolore-2-5th-edition,location,hiring,la,,noun,,none,169
tricolore-2-5th-edition,loger,to stay/live with,,,verb,,none,169
tricolore-2-5th-edition,logique,logic,la,,noun,,none,169
tricolore-2-5th-edition,logo,logo,un,,noun,,communication,169
tricolore-2-5th-edition,loin,"a long way, far",,,adverb,,none,169
tricolore-2-5th-edition,long (longue),long,,,adjective,,none,169
tricolore-2-5th-edition,longtemps,(for) a long time,,,adverb,,time-dates,169
tricolore-2-5th-edition,loterie,lottery,la,,noun,,none,169
tricolore-2-5th-edition,loupe,magnifying glass,la,,noun,,none,169
tricolore-2-5th-edition,lourd,heavy,,,adjective,,none,169
tricolore-2-5th-edition,lumière,light,la,,noun,,none,169
tricolore-2-5th-edition,lundi,Monday,,,noun,,time-dates,169
tricolore-2-5th-edition,lundi,on Mondays,le,,noun,,none,169
tricolore-2-5th-edition,lunettes (f pl),glasses,les,,noun,,none,169
tricolore-2-5th-edition,lunettes de soleil,sunglasses,les,,noun,,none,169
tricolore-2-5th-edition,lycée,high school (for study up to university entrance),un,,noun,,school,169
tricolore-2-5th-edition,là-bas,over there,,,adverb,,none,169
tricolore-2-5th-edition,légume,vegetable,un,,noun,,food,169
tricolore-2-5th-edition,macaronis (m pl),macaroni,les,,noun,,food,169
tricolore-2-5th-edition,machine,machine,une,,noun,,none,169
tricolore-2-5th-edition,madame,"Mrs, madam",,,noun,,none,169
tricolore-2-5th-edition,magasin,shop,un,,noun,,shopping,169
tricolore-2-5th-edition,magazine,magazine,un,,noun,,none,169
tricolore-2-5th-edition,magazine d'informatique,computer magazine,un,,noun,,communication,169
tricolore-2-5th-edition,magnifique,magnificent,,,adjective,,none,169
tricolore-2-5th-edition,maigrir,to lose weight,,,verb,,none,169
tricolore-2-5th-edition,maillot,"jersey, shirt",un,,noun,,shopping,169
tricolore-2-5th-edition,maillot de bain,swimming costume,,,phrase,,hobby,169
tricolore-2-5th-edition,maintenant,now,,,adverb,,time-dates,169
tricolore-2-5th-edition,mais,but,,,other,,none,169
tricolore-2-5th-edition,maison,house,une,,noun,,home,169
tricolore-2-5th-edition,maison,at home,à la,,phrase,,none,169
tricolore-2-5th-edition,maison des jeunes,youth centre,une,,noun,,none,169
tricolore-2-5th-edition,mal,badly,,,adverb,,none,169
tricolore-2-5th-edition,malade,ill,,,adjective,,health,169
tricolore-2-5th-edition,malheur,misfortune,le,,noun,,none,169
tricolore-2-5th-edition,malheureusement,unfortunately,,,adverb,,none,169
tricolore-2-5th-edition,malin (maligne),"clever, crafty",,,adjective,,none,169
tricolore-2-5th-edition,Malte,Malta,,,noun,,none,169
tricolore-2-5th-edition,Mamie,"Granny, Grandma",,,noun,,family,169
tricolore-2-5th-edition,mammifère,mammal,un,,noun,,none,169
tricolore-2-5th-edition,Manche,the English Channel,la,,noun,,none,169
tricolore-2-5th-edition,manger,to eat,,,verb,,none,169
tricolore-2-5th-edition,manquer,"to miss, to be missing",,,verb,,none,169
tricolore-2-5th-edition,manteau,coat,un,,noun,,shopping,169
tricolore-2-5th-edition,manège à pédales,merry-go-round,un,,noun,,none,169
tricolore-2-5th-edition,marchand(e),"shopkeeper, seller",un(e),,noun,,profession,169
tricolore-2-5th-edition,marchand(e) de glaces,ice cream seller,un(e),,noun,,profession,169
tricolore-2-5th-edition,marchand(e) de légumes,greengrocer,un(e),,noun,,none,169
tricolore-2-5th-edition,marche,step,une,,noun,,none,169
tricolore-2-5th-edition,marcher,"to walk, to work (of machine, etc.)",,,verb,,none,169
tricolore-2-5th-edition,marché,market,un,,noun,,shopping,169
tricolore-2-5th-edition,mardi,Tuesday,,,noun,,time-dates,169
tricolore-2-5th-edition,mardi,on Tuesdays,le,,noun,,none,169
tricolore-2-5th-edition,mari,husband,le,,noun,,family,169
tricolore-2-5th-edition,marié,married,,,adjective,,family,169
tricolore-2-5th-edition,Maroc,Morocco,le,,noun,,none,169
tricolore-2-5th-edition,marque,"brand, make",une,,noun,,none,169
tricolore-2-5th-edition,marron (inv. does not change form),brown,,,adjective,,none,169
tricolore-2-5th-edition,Martinique,Martinique,la,,noun,,none,169
tricolore-2-5th-edition,match,match,un,,noun,,none,169
tricolore-2-5th-edition,match nul,a draw,un,,noun,,none,169
tricolore-2-5th-edition,maths (f pl),maths,les,,noun,,none,169
tricolore-2-5th-edition,mathématiques (f pl),mathematics,les,,noun,,none,169
tricolore-2-5th-edition,matin,morning,un,,noun,,time-dates,169
tricolore-2-5th-edition,matin,in the morning(s),le,,noun,,time-dates,169
tricolore-2-5th-edition,matinée,morning,une,,noun,,time-dates,169
tricolore-2-5th-edition,matière,school subject,une,,noun,,school,169
tricolore-2-5th-edition,mauvais,bad,,,adjective,,none,169
tricolore-2-5th-edition,maître,master,un,,noun,,none,169
tricolore-2-5th-edition,meilleur,better,,,adjective,,none,169
tricolore-2-5th-edition,melon,melon,un,,noun,,food,169
tricolore-2-5th-edition,menthe,mint,la,,noun,,none,169
tricolore-2-5th-edition,médecin,doctor,un,,noun,,profession,169
tricolore-2-5th-edition,médicament,medicine,un,,noun,,health,169
tricolore-2-5th-edition,médina,"medina, market",la,,noun,,shopping,169
tricolore-2-5th-edition,mélanger,to mix,,,verb,,none,169
tricolore-2-5th-edition,mémoire,memory,la,,noun,,none,169
tricolore-2-5th-edition,même,same,,,adjective,,none,169
tricolore-2-5th-edition,quelle horreur,how awful,,,phrase,,none,169
tricolore-2-5th-edition,à voix haute,speaking loudly,,,phrase,,none,169
tricolore-2-5th-edition,île,island,une,,noun,,none,169
tricolore-2-5th-edition,avoir le temps,to have time,,,verb,,time-dates,172
tricolore-2-5th-edition,c'est tout,that's all,,,phrase,,none,172
tricolore-2-5th-edition,de la tête aux pieds,from head to foot,,,phrase,,health,172
tricolore-2-5th-edition,de taille moyenne,of medium height,,,phrase,,none,172
tricolore-2-5th-edition,de temps en temps,now and again,,,phrase,,time-dates,172
tricolore-2-5th-edition,en supplément,extra,,,phrase,,none,172
tricolore-2-5th-edition,en tout,in all,,,phrase,,none,172
tricolore-2-5th-edition,en vacances,on holiday,,,phrase,,vacation,172
tricolore-2-5th-edition,en ville,in(to) town,,,phrase,,city-places,172
tricolore-2-5th-edition,faire de la voile,to go sailing,,,verb,,hobby,172
tricolore-2-5th-edition,la télé-réalité,reality TV,,,phrase,,none,172
tricolore-2-5th-edition,la vie scolaire,school life,,,phrase,,school,172
tricolore-2-5th-edition,la ville souterraine,underground city,,,phrase,,none,172
tricolore-2-5th-edition,le steak tartare,raw steak served with herbs,,,phrase,,food,172
tricolore-2-5th-edition,le tableau des horaires,timetable/departure board,,,phrase,,school,172
tricolore-2-5th-edition,le vendredi,on Fridays,,,phrase,,none,172
tricolore-2-5th-edition,le vol libre,hang-gliding,,,phrase,,none,172
tricolore-2-5th-edition,le weekend,at the weekend(s),,,phrase,,none,172
tricolore-2-5th-edition,les transports en commun,public transport,,,phrase,,travel,172
tricolore-2-5th-edition,par terre,on the ground,,,phrase,,none,172
tricolore-2-5th-edition,plus tard,later,,,phrase,,time-dates,172
tricolore-2-5th-edition,souvenir,souvenir,un,,noun,,vacation,172
tricolore-2-5th-edition,souvent,often,,,adverb,,none,172
tricolore-2-5th-edition,spaghettis (m pl),spaghetti,les,,noun,,food,172
tricolore-2-5th-edition,spectacle,show,un,,noun,,none,172
tricolore-2-5th-edition,sport,sport,le,,noun,,hobby,172
tricolore-2-5th-edition,sportif (sportive),"fond of sports, sporty",,,adjective,,hobby,172
tricolore-2-5th-edition,spécialité,speciality,une,,noun,,none,172
tricolore-2-5th-edition,squelette,skeleton,une,,noun,,none,172
tricolore-2-5th-edition,stade,stadium,un,,noun,,city-places,172
tricolore-2-5th-edition,stage,course,un,,noun,,none,172
tricolore-2-5th-edition,statue,statue,une,,noun,,none,172
tricolore-2-5th-edition,steak,steak,le,,noun,,food,172
tricolore-2-5th-edition,stupide,stupid,,,adjective,,none,172
tricolore-2-5th-edition,stylo,pen,un,,noun,,none,172
tricolore-2-5th-edition,sucette,lollipop,une,,noun,,none,172
tricolore-2-5th-edition,sucre,sugar,le,,noun,,food,172
tricolore-2-5th-edition,sucré,sweet,,,adjective,,food,172
tricolore-2-5th-edition,sud,south,le,,noun,,travel,172
tricolore-2-5th-edition,suisse,Swiss,,,adjective,,none,172
tricolore-2-5th-edition,Suisse,Switzerland,la,,noun,,none,172
tricolore-2-5th-edition,super,great,,,adjective,,none,172
tricolore-2-5th-edition,superbe,"great, superb",,,adjective,,none,172
tricolore-2-5th-edition,supermarché,supermarket,un,,noun,,shopping,172
tricolore-2-5th-edition,supplément,extra charge,un,,noun,,none,172
tricolore-2-5th-edition,sur,on,,,preposition,,none,172
tricolore-2-5th-edition,surfer (sur le Net),to surf (the net),,,verb,,none,172
tricolore-2-5th-edition,surligner,to highlight,,,verb,,none,172
tricolore-2-5th-edition,surligneur,highlighter,un,,noun,,none,172
tricolore-2-5th-edition,surnom,nickname,un,,noun,,none,172
tricolore-2-5th-edition,surprise,surprise,une,,noun,,none,172
tricolore-2-5th-edition,surtout,"above all, especially",,,adverb,,none,172
tricolore-2-5th-edition,surveiller,to supervise,,,verb,,none,172
tricolore-2-5th-edition,Suède,Sweden,la,,noun,,none,172
tricolore-2-5th-edition,SVT (sciences de la vie et de la terre),life sciences and geology,les,,noun,,none,172
tricolore-2-5th-edition,sympa,nice,,,adjective,,none,172
tricolore-2-5th-edition,sympathique,nice,,,adjective,,none,172
tricolore-2-5th-edition,sûr,"sure, certain",,,adjective,,none,172
tricolore-2-5th-edition,tabac,tobacconist's,un,,noun,,none,172
tricolore-2-5th-edition,table,table,une,,noun,,none,172
tricolore-2-5th-edition,tableau,board; printed table,un,,noun,,none,172
tricolore-2-5th-edition,taille,size,la,,noun,,shopping,172
tricolore-2-5th-edition,tant pis,too bad,,,phrase,,none,172
tricolore-2-5th-edition,tante,aunt,une,,noun,,family,172
tricolore-2-5th-edition,taper,to type,,,verb,,none,172
tricolore-2-5th-edition,tapis,carpet; mousemat,un,,noun,,none,172
tricolore-2-5th-edition,tard,late,,,adverb,,none,172
tricolore-2-5th-edition,tarentule,tarantula (spider),une,,noun,,none,172
tricolore-2-5th-edition,tarif,charge; price list,le,,noun,,shopping,172
tricolore-2-5th-edition,tarte,tart,une,,noun,,food,172
tricolore-2-5th-edition,tartine,piece of bread and butter and/or jam,une,,noun,,food,172
tricolore-2-5th-edition,taxi,taxi,un,,noun,,travel,172
tricolore-2-5th-edition,technologie,technology,la,,noun,,none,172
tricolore-2-5th-edition,tee-shirt,T-shirt,un,,noun,,shopping,172
tricolore-2-5th-edition,tellement,so,,,adverb,,none,172
tricolore-2-5th-edition,temps,time,le,,noun,,time-dates,172
tricolore-2-5th-edition,tennis,tennis,le,,noun,,hobby,172
tricolore-2-5th-edition,tennis de table,table tennis,le,,noun,,hobby,172
tricolore-2-5th-edition,tenue,outfit,une,,noun,,none,172
tricolore-2-5th-edition,terminus,terminus,un,,noun,,none,172
tricolore-2-5th-edition,terrain,"ground, pitch",un,,noun,,none,172
tricolore-2-5th-edition,terre,earth; ground,la,,noun,,none,172
tricolore-2-5th-edition,TGV (train à grande vitesse),high-speed train,le,,noun,,travel,172
tricolore-2-5th-edition,thon,tuna,le,,noun,,food,172
tricolore-2-5th-edition,thé,tea,le,,noun,,food,172
tricolore-2-5th-edition,théorie,theory,une,,noun,,none,172
tricolore-2-5th-edition,théâtre,theatre,un,,noun,,none,172
tricolore-2-5th-edition,tigre,tiger,un,,noun,,none,172
tricolore-2-5th-edition,timbre,stamp,un,,noun,,communication,172
tricolore-2-5th-edition,titre (m),title,le,,noun,,none,172
tricolore-2-5th-edition,toast,toast,le,,noun,,food,172
tricolore-2-5th-edition,toboggan,"sled, sledge",un,,noun,,none,172
tricolore-2-5th-edition,toilettes (f pl),toilets,les,,noun,,none,172
tricolore-2-5th-edition,tomate,tomato,une,,noun,,food,172
tricolore-2-5th-edition,tomber,to fall,,,verb,,none,172
tricolore-2-5th-edition,tome,volume (of a book),un,,noun,,none,172
tricolore-2-5th-edition,tort,to be wrong,avoir,,verb,,none,172
tricolore-2-5th-edition,tortue,tortoise,une,,noun,,none,172
tricolore-2-5th-edition,toujours,"always, still",,,adverb,,none,172
tricolore-2-5th-edition,tour,tower,une,,noun,,none,172
tricolore-2-5th-edition,tour de rôle,in turn,à,,phrase,,none,172
tricolore-2-5th-edition,touriste,tourist,un(e),,noun,,none,172
tricolore-2-5th-edition,touristique,tourist,,,adjective,,none,172
tricolore-2-5th-edition,tournoi,tournament,un,,noun,,none,172
tricolore-2-5th-edition,tous les jours,every day,,,phrase,,time-dates,172
tricolore-2-5th-edition,tout,everything,,,other,,none,172
tricolore-2-5th-edition,tout de suite,"at once, immediately",,,phrase,,none,172
tricolore-2-5th-edition,tout le monde,everyone,,,phrase,,none,172
