collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
netzwerk-a1-test-booklet,vocabulary,Übung 2,2,multiple-choice,Ich kann Sie mit ihrer Kollegin anrufen / verbinden.,anrufen,verbinden,,verbinden,A1,profession,034
netzwerk-a1-test-booklet,,Übung 3,2,fill-in,Zuerst ist sie mit dem falschen Bus (2) _______,,,,gefahren,A1,hobby,034
netzwerk-a1-test-booklet,listening,Übung 1,3,matching,Beruf: Was ist für Text 3 wichtig?,,,,Bezahlung,A1,profession,034
netzwerk-a1-test-booklet,vocabulary,Übung 2,3,multiple-choice,Ich muss für eine Prüfung / Liste an der Uni lernen.,Prüfung,Liste,,Prüfung,A1,profession,034
netzwerk-a1-test-booklet,,Übung 3,3,fill-in,und dann hat sie das Café nicht (3) _______.,,,,gefunden,A1,hobby,034
netzwerk-a1-test-booklet,listening,Übung 1,4,matching,Beruf: Was ist für Text 4 wichtig?,,,,Kontakt mit Menschen,A1,profession,034
netzwerk-a1-test-booklet,vocabulary,Übung 2,4,multiple-choice,Können Sie mir bitte seine Durchwahl melden / geben?,melden,geben,,geben,A1,profession,034
netzwerk-a1-test-booklet,,Übung 3,4,fill-in,Wir haben Kaffee (4) _______,,,,getrunken,A1,hobby,034
netzwerk-a1-test-booklet,listening,Übung 1,5,matching,Beruf: Was ist für Text 5 wichtig?,,,,Bezahlung,A1,profession,034
netzwerk-a1-test-booklet,vocabulary,Übung 2,5,multiple-choice,"Schreibst du das Protokoll / Projekt, bitte?",Protokoll,Projekt,,Protokoll,A1,profession,034
netzwerk-a1-test-booklet,,Übung 3,5,fill-in,und sind dann noch ins Kino (5) _______.,,,,gegangen,A1,hobby,034
netzwerk-a1-test-booklet,,Übung 4,1,short-answer,gestern / lernen / Felix / zwei Stunden / .,,,,Gestern hat Felix zwei Stunden gelernt.,A1,profession,035
netzwerk-a1-test-booklet,,Übung 5,1,matching,Kann ich bitte mit Frau _______,,,,Hamann sprechen?,A1,communication,035
netzwerk-a1-test-booklet,writing,Übung 6,1,fill-in,Formular: gewünschte Tätigkeit (1),,,,Eisverkäufer,A1,profession,035
netzwerk-a1-test-booklet,,Übung 4,2,short-answer,wohin / fliegen / du / letztes Jahr / ?,,,,Wohin bist du letztes Jahr geflogen?,A1,profession,035
netzwerk-a1-test-booklet,,Übung 5,2,matching,Herr Tischer ist _______,,,,heute leider nicht da.,A1,communication,035
netzwerk-a1-test-booklet,writing,Übung 6,2,fill-in,Formular: Termin (2),,,,1. August bis 30. September,A1,profession,035
netzwerk-a1-test-booklet,,Übung 4,3,short-answer,studieren / Jana / vier Jahre / Architektur / .,,,,Jana hat vier Jahre Architektur studiert.,A1,profession,035
netzwerk-a1-test-booklet,,Übung 5,3,matching,"Entschuldigung, das habe ich _______",,,,nicht verstanden.,A1,communication,035
netzwerk-a1-test-booklet,writing,Übung 6,3,fill-in,Formular: Arbeit am Wochenende (3),,,,ja,A1,profession,035
netzwerk-a1-test-booklet,,Übung 4,4,short-answer,telefonieren / er / heute / mit einer Kundin / .,,,,Heute hat er mit einer Kundin telefoniert.,A1,profession,035
netzwerk-a1-test-booklet,,Übung 5,4,matching,Können Sie das _______,,,,bitte wiederholen?,A1,communication,035
netzwerk-a1-test-booklet,writing,Übung 6,4,fill-in,Formular: Stadt (4),,,,Leipzig,A1,profession,035
netzwerk-a1-test-booklet,,Übung 4,5,short-answer,leider / finden / sie / noch keine Arbeit / .,,,,Leider hat sie noch keine Arbeit gefunden.,A1,profession,035
netzwerk-a1-test-booklet,,Übung 5,5,matching,Vielen Dank und _______,,,,auf Wiederhören.,A1,communication,035
netzwerk-a1-test-booklet,writing,Übung 6,5,fill-in,Formular: Telefon (5),,,,+39 377 45 45 678,A1,profession,035
netzwerk-a1-test-booklet,speaking,Übung 8,1,speaking-task,"Über etwas sprechen (sich vorstellen). Wählen Sie vier Themen aus (Sprachen, Hobbys, Beruf, Lieblingsessen, Familie, Sport) und sprechen Sie zu jedem Thema ein paar Sätze.",,,,(open-ended),A1,personal-info,036
netzwerk-a1-test-booklet,reading,Übung 7,A,matching,Sie möchten acht Stunden in der Woche arbeiten. Sie kommen aus England.,,,,2,A1,profession,036
netzwerk-a1-test-booklet,reading,Übung 7,B,matching,Sie möchten am Wochenende Geld verdienen. Sie waren schon mal Kellner/in.,,,,5,A1,profession,036
netzwerk-a1-test-booklet,reading,Übung 7,C,matching,Sie studieren Mathematik. Sie brauchen Geld für den Urlaub.,,,,4,A1,profession,036
netzwerk-a1-test-booklet,reading,Übung 7,D,matching,Sie sind gern mit Kindern zusammen. Sie haben am Nachmittag Zeit.,,,,6,A1,profession,036
netzwerk-a1-test-booklet,reading,Übung 7,E,matching,Sie suchen einen Job. Sport ist Ihr Hobby.,,,,3,A1,profession,036
netzwerk-a1-test-booklet,listening,Übung 1,1,multiple-choice,Wo gibt es Hosen für Kinder?,Im ersten Stock.,Im zweiten Stock.,Im dritten Stock.,Im dritten Stock.,A1,shopping,037
netzwerk-a1-test-booklet,listening,Übung 1,2,multiple-choice,Was kauft Finn?,Ein T-Shirt.,Eine Hose.,Einen Pulli.,Einen Pulli.,A1,shopping,037
netzwerk-a1-test-booklet,listening,Übung 1,3,multiple-choice,Was bekommt die Mutter zum Geburtstag?,Ein Tuch.,Eine Uhr.,Eine Tasche.,Ein Tuch.,A1,shopping,037
netzwerk-a1-test-booklet,listening,Übung 1,4,multiple-choice,Wann schließt der Buchladen?,Um 13:00 Uhr.,Um 18:00 Uhr.,Um 16:00 Uhr.,Um 16:00 Uhr.,A1,shopping,037
netzwerk-a1-test-booklet,listening,Übung 1,5,multiple-choice,Was gefällt der Kundin nicht?,Die Größe.,Die Farbe.,Der Preis.,Der Preis.,A1,shopping,037
netzwerk-a1-test-booklet,vocabulary,Übung 2,1,multiple-choice,Können Sie mir (1) helfen / zeigen?,helfen,zeigen,,helfen,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 3,1,fill-in,(1) _______ Schuhe gefallen dir?,,,,Welche,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 4,1,fill-in,Wie steht (1) _______ dieser Mantel?,,,,mir,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 5,1,fill-in,Wo finden Sie das? USB-Sticks,,,,2. Stock,A1,shopping,038
netzwerk-a1-test-booklet,vocabulary,Übung 2,2,multiple-choice,Welche Farbe (2) trägt / steht Ihnen denn?,trägt,steht,,steht,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 3,2,fill-in,(2) _______ Jacke passt mir nicht.,,,,Diese,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 4,2,fill-in,"Also, ich finde (2) _______ ein bisschen zu groß.",,,,ihn,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 5,2,fill-in,Wo finden Sie das? Tee,,,,Untergeschoss,A1,shopping,038
netzwerk-a1-test-booklet,vocabulary,Übung 2,3,multiple-choice,Blau (3) finde / kaufe ich gut.,finde,kaufe,,finde,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 3,3,fill-in,Ich finde (3) _______ Pullover wirklich schön.,,,,diesen,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 4,3,fill-in,Aber hier habe ich einen anderen Mantel für (3) _______.,,,,Sie,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 5,3,fill-in,Wo finden Sie das? Fußbälle,,,,4. Stock,A1,shopping,038
netzwerk-a1-test-booklet,vocabulary,Übung 2,4,multiple-choice,dieses Hemd kann ich Ihnen (4) probieren / empfehlen.,probieren,empfehlen,,empfehlen,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 3,4,fill-in,(4) _______ Kaufhaus kannst du empfehlen?,,,,Welches,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 4,4,fill-in,Passt er (4) _______?,,,,Ihnen,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 5,4,fill-in,Wo finden Sie das? Schals,,,,Erdgeschoss,A1,shopping,038
netzwerk-a1-test-booklet,vocabulary,Übung 2,5,multiple-choice,(5) Gefällt / Bestellt Ihnen das?,Gefällt,Bestellt,,Gefällt,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 3,5,fill-in,Willst du (5) _______ Kleid zurückschicken?,,,,dieses,A1,shopping,038
netzwerk-a1-test-booklet,,Übung 4,5,fill-in,ich möchte etwas für (5) _______ kaufen.,,,,sie,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 5,5,fill-in,Wo finden Sie das? Tassen,,,,3. Stock,A1,shopping,038
netzwerk-a1-test-booklet,reading,Übung 6,1,matching,"Düsseldorf hat ca. 620.000 Einwohner. Und jedes Jahr kommen viele Touristen nach Düsseldorf. In der Stadt ist es nie langweilig: Eine Messe, Karneval oder Kirmes – hier ist immer etwas los.",,,,Eine interessante Stadt,A1,city-places,039
netzwerk-a1-test-booklet,reading,Übung 6,2,matching,"Düsseldorf liegt am Rhein. Der Fluss war immer schon wichtig für die Stadt. Am Rhein kann man sehr schön spazieren gehen. Viele machen hier Sport, feiern Partys oder grillen.",,,,Stadt am Fluss,A1,city-places,039
netzwerk-a1-test-booklet,reading,Übung 6,3,matching,"Die Kö, eigentlich Königsallee, ist eine große Einkaufsstraße. Sie ist international bekannt für Designermode. Aber es gibt auch andere Viertel und Einkaufsstraßen. Dort findet man auch Mode für wenig Geld.",,,,Shoppen in Düsseldorf,A1,city-places,039
netzwerk-a1-test-booklet,reading,Übung 6,4,matching,"In Düsseldorf gibt es 22 Hochschulen. Sehr bekannt sind die Kunstakademie Düsseldorf und die Heinrich-Heine-Universität. Hier kann man zum Beispiel Medizin, Recht, Mathematik und Philosophie studieren.",,,,Studium in Düsseldorf,A1,school,039
netzwerk-a1-test-booklet,reading,Übung 6,5,matching,In Düsseldorf gibt es viele Kneipen: von traditionell bis jung und kreativ. Es ist für jeden etwas dabei. Und probieren Sie einen Sauerbraten in einem Brauhaus. Das ist eine Spezialität hier und sehr lecker!,,,,Essen und trinken,A1,food,039
netzwerk-a1-test-booklet,writing,Übung 7,1,writing-task,Schreiben Sie eine Antwort an Elias. Was ziehst du bei einem Bewerbungsgespräch an? Welche Farben findest du gut? Wo kaufst du ein? Schreiben Sie circa 30 Wörter.,,,,(open-ended),A1,shopping,040
netzwerk-a1-test-booklet,speaking,Übung 8,1,speaking-task,Nehmen Sie eine Karte zum Thema Kleidung und eine Karte zum Thema Geschäfte. Fragen Sie Ihren Partner / Ihre Partnerin. Ihr Partner / Ihre Partnerin antwortet und stellt dann die nächste Frage.,,,,(open-ended),A1,shopping,040
netzwerk-a1-test-booklet,listening,Übung 1,1,true-false,Frau Lemke soll zum Ausgang B gehen.,Richtig,Falsch,,Richtig,A1,travel,041
netzwerk-a1-test-booklet,listening,Übung 2,1,multiple-choice,Wohin reisen Anna und Katharina?,In Italien.,Nach Frankreich.,,Nach Frankreich.,A1,travel,041
netzwerk-a1-test-booklet,vocabulary,Übung 3,1,multiple-choice,einen Helm,tragen,suchen,umsteigen,umsteigen,A1,travel,041
netzwerk-a1-test-booklet,writing,Übung 4,1,short-answer,Ich war zwei Wochen dort.,,,,Wie lange war Nora dort?,A1,vacation,041
netzwerk-a1-test-booklet,listening,Übung 1,2,true-false,Fahrgäste zum U-Bahnhof Emser Straße sollen den Bus nehmen.,Richtig,Falsch,,Richtig,A1,travel,041
netzwerk-a1-test-booklet,listening,Übung 2,2,multiple-choice,Wer hat uns eingeladen?,Meine Familie.,Einen Freund.,,Meine Familie.,A1,travel,041
netzwerk-a1-test-booklet,vocabulary,Übung 3,2,multiple-choice,an der Haltestelle,einsteigen,warten,dauern,dauern,A1,travel,041
netzwerk-a1-test-booklet,writing,Übung 4,2,short-answer,Und ich war mit meiner Schwester unterwegs.,,,,Mit wem war sie unterwegs?,A1,vacation,041
netzwerk-a1-test-booklet,listening,Übung 1,3,true-false,Das Busticket soll man an der Haltestelle kaufen.,Richtig,Falsch,,Falsch,A1,travel,041
netzwerk-a1-test-booklet,listening,Übung 2,3,multiple-choice,Wann kommt dein Freund?,In drei Tagen.,Vor drei Wochen.,,In drei Tagen.,A1,travel,041
netzwerk-a1-test-booklet,vocabulary,Übung 3,3,multiple-choice,die Sonnenbrille,vergessen,scheinen,einpacken,scheinen,A1,travel,041
netzwerk-a1-test-booklet,writing,Übung 4,3,short-answer,Wir haben viele Ausflüge gemacht.,,,,Was hat sie gemacht?,A1,vacation,041
netzwerk-a1-test-booklet,listening,Übung 1,4,true-false,Die Besucher sollen ins Museum kommen.,Richtig,Falsch,,Falsch,A1,travel,041
netzwerk-a1-test-booklet,listening,Übung 2,4,multiple-choice,Wen trifft Nils im Urlaub?,Mit den Freunden.,Seine Freunde.,,Seine Freunde.,A1,travel,041
netzwerk-a1-test-booklet,vocabulary,Übung 3,4,multiple-choice,das Flugzeug,nehmen,verpassen,wecken,wecken,A1,travel,041
netzwerk-a1-test-booklet,writing,Übung 4,4,short-answer,In Bremerhaven haben wir Ruben getroffen.,,,,Wen hat sie getroffen?,A1,vacation,041
netzwerk-a1-test-booklet,listening,Übung 1,5,true-false,Frau Gerlach soll ihr Kind abholen.,Richtig,Falsch,,Richtig,A1,travel,041
netzwerk-a1-test-booklet,listening,Übung 2,5,multiple-choice,Was packst du in den Koffer ein?,In die Tasche.,Einen Schlafsack.,,Einen Schlafsack.,A1,travel,041
netzwerk-a1-test-booklet,vocabulary,Übung 3,5,multiple-choice,den Koffer,machen,packen,tragen,machen,A1,travel,041
netzwerk-a1-test-booklet,writing,Übung 4,5,short-answer,Ich habe mich so gefreut und zwei Tage später hat er mich angerufen.,,,,Wann hat Ruben sie angerufen?,A1,vacation,041
netzwerk-a1-test-booklet,reading,Übung 5,1,multiple-choice,Sie möchten wissen: Scheint die Sonne in München?,www.sunshine-in-deutschland.de,www.wetter48.de,,www.wetter48.de,A1,weather,042
netzwerk-a1-test-booklet,reading,Übung 5,2,multiple-choice,Sie möchten einen Flug im Internet kaufen.,www.fliegerline.de,www.de-weg.de,,www.fliegerline.de,A1,travel,042
netzwerk-a1-test-booklet,reading,Übung 5,3,multiple-choice,Sie möchten wissen: Wann kommt der Zug an?,www.züge-ankunft.de,www.bahninfo.de,,www.züge-ankunft.de,A1,travel,042
netzwerk-a1-test-booklet,reading,Übung 5,4,multiple-choice,Sie möchten in Hamburg studieren.,www.studieren-online.de,www.studieren-hh.de,,www.studieren-hh.de,A1,school,042
netzwerk-a1-test-booklet,reading,Übung 5,5,multiple-choice,Sie wollen in Deutschland Urlaub machen und suchen Informationen über die Berge.,www.wander-tour.de,www.natururlaub.de,,www.wander-tour.de,A1,vacation,042
netzwerk-a1-test-booklet,writing,Übung 6,1,writing-task,Sie waren im Urlaub und schreiben an Ihre Freundin Lisa eine E-Mail. Wo waren Sie? Wie war das Wetter? Was haben Sie gemacht? Schreiben Sie ca. 30 Wörter.,,,,(open-ended),A1,vacation,043
netzwerk-a1-test-booklet,speaking,Übung 7,1,speaking-task,Sie bekommen drei Bilder. Wählen Sie ein Bild aus. Sprechen Sie über das Bild. Was sehen Sie? Wie viele Personen sehen Sie? Wo sind diese Personen? Was machen diese Personen?,,,,(open-ended),A1,vacation,043
netzwerk-a1-test-booklet,speaking,Übung 8,1,speaking-task,Sie sind nun in der Situation des gewählten Bildes. Spielen Sie diese Situation mit Ihrer Gesprächspartnerin / Ihrem Gesprächspartner.,,,,(open-ended),A1,vacation,043
netzwerk-a1-kursbuch,vocabulary,1a,1,matching,бутерброд (Russisch),,,,F,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,2,matching,クランケ (Japanisch),,,,G,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,3,matching,otoban (Türkisch),,,,H,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,4,matching,handuk (Indonesisch),,,,A,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,5,matching,wurstel (Italienisch),,,,D,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,6,matching,nudli (Ungarisch),,,,I,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,7,matching,kindergarten (Englisch),,,,E,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,8,matching,куфар (Bulgarisch),,,,C,A1,mixed,008
netzwerk-a1-kursbuch,vocabulary,1a,9,matching,flaša (Serbisch),,,,B,A1,mixed,008
netzwerk-a1-kursbuch,speaking,,1b,open-ended,Wie heißen die Wörter in Ihrer Sprache?,,,,(open-ended),A1,mixed,009
netzwerk-a1-kursbuch,speaking,,1c,open-ended,Kennen Sie andere deutsche Wörter? Sammeln Sie und machen Sie ein Kursplakat.,,,,(open-ended),A1,mixed,009
netzwerk-a1-kursbuch,listening,,2a,short-answer,Hallo! Wer bist du? Hören Sie und lesen Sie. Wie heißen die Personen?,,,,"Nina, Niklas, Julia",A1,personal-info,010
netzwerk-a1-kursbuch,speaking,,2b,speaking-task,Hallo und tschüs. Spielen Sie die Situationen.,,,,(open-ended),A1,personal-info,010
netzwerk-a1-kursbuch,speaking,,2c,speaking-task,Kennen Sie deutsche Namen oder bekannte deutsche Personen? Sammeln Sie.,,,,(open-ended),A1,personal-info,010
netzwerk-a1-kursbuch,listening,,3a,short-answer,Guten Tag. Wie heißen Sie? Hören Sie und lesen Sie. Wie heißen die Personen?,,,,"Nina Weber, Oliver Hansen, Frau Kowalski",A1,personal-info,011
netzwerk-a1-kursbuch,speaking,,3b,speaking-task,Guten Tag. Auf Wiedersehen. Spielen Sie die Situationen.,,,,(open-ended),A1,personal-info,011
netzwerk-a1-kursbuch,reading,4a,1,matching,"Woher kommen Sie, Frau Lang?","A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,B,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,1,fill-in,Sie ___ in Frankfurt. (Ergänzen Sie das Verb.),,,,wohnt,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4a,2,matching,Welche Sprachen sprechen Sie?,"A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,A,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,2,fill-in,Jan ___ aus Frankfurt.,,,,kommt,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4a,3,matching,Wo wohnen Sie?,"A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,C,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,3,fill-in,Er ___ in Zürich.,,,,wohnt,A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,4b,speaking-task,Variieren Sie den Dialog.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,5a,speaking-task,Und Sie? Machen Sie zwei Interviews wie in 4b: formell und informell. Notieren Sie.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,5b,speaking-task,Wer ist das? Stellen Sie einen Partner / eine Partnerin vor. Die anderen raten den Namen.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,listening,,6a,speaking-task,Die Zahlen. Hören Sie die Zahlen und sprechen Sie dann laut mit.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,6b,short-answer,"Hören Sie. Notieren Sie die Handynummern (Herr Klein, Frau Groß).",,,,,A1,personal-info,013
netzwerk-a1-kursbuch,speaking,,6c,speaking-task,Fragen Sie Ihren Partner / Ihre Partnerin nach der Telefonnummer. Notieren Sie.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,7a,speaking-task,Das Alphabet. Hören Sie zuerst und lesen Sie dann laut mit.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,7b,short-answer,Hören Sie das Gespräch. Notieren Sie die E-Mail-Adressen.,,,,,A1,personal-info,013
netzwerk-a1-kursbuch,speaking,,7c,speaking-task,Variieren Sie den Dialog.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,reading,8a,1,short-answer,Ergänzen Sie die Tabelle: Gabriel Santos — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Brasilien, wohnt in Köln, spricht Portugiesisch, Deutsch und Englisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,2,short-answer,Ergänzen Sie die Tabelle: Alessia Conti — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus der Schweiz, wohnt in Lugano, spricht Italienisch, Französisch und Deutsch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,3,short-answer,Ergänzen Sie die Tabelle: Boris Walder — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Österreich, wohnt in Salzburg, spricht Deutsch und Englisch, lernt Arabisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,4,short-answer,Ergänzen Sie die Tabelle: Saki Tanaka — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Japan (Tokio), wohnt in Berlin, spricht Japanisch und Deutsch, lernt Englisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,5,short-answer,Ergänzen Sie die Tabelle: Kateb Brahim — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Algerien, wohnt in Paris, spricht Arabisch und Französisch, lernt Deutsch",A1,personal-info,014
netzwerk-a1-kursbuch,vocabulary,8b,1,fill-in,Österreich → ___ (Sprache),,,,Deutsch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,10,fill-in,Algerien → ___ (Sprache),,,,Arabisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,11,fill-in,Japan → ___ (Sprache),,,,Japanisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,12,fill-in,die USA → ___ (Sprache),,,,Englisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,2,fill-in,"die Schweiz → Französisch, Italienisch, Rätoromanisch, ___ (Sprache)",,,,Deutsch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,3,fill-in,___ → Französisch (Land),,,,Frankreich,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,4,fill-in,Brasilien → ___ (Sprache),,,,Portugiesisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,5,fill-in,___ → Italienisch (Land),,,,Italien,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,6,fill-in,Spanien → ___ (Sprache),,,,Spanisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,7,fill-in,___ → Polnisch (Land),,,,Polen,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,8,fill-in,die Türkei → ___ (Sprache),,,,Türkisch,A1,personal-info,015
netzwerk-a1-kursbuch,speaking,,8c,speaking-task,Sprechen Sie zu zweit. Woher kommen Sie? Welche Sprachen sprechen Sie? Welche Sprachen lernen Sie?,,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,speaking,,8d,open-ended,Wie heißen die Länder aus 8b in Ihrer Sprache?,,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,writing,,8e,writing-task,"Wer sind Sie? Schreiben Sie einen kurzen Text (Name, Land, Stadt, Sprachen).",,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,9,fill-in,___ → Russisch (Land),,,,Russland,A1,personal-info,015
netzwerk-a1-kursbuch,listening,10,1,matching,"Max, Bea und Luca ___",,,,E,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,1,matching,"Bea, das ist Anna.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,,11,short-answer,Und deine Nummer? Sehen Sie Szene 3. Notieren Sie die Handynummern von Max und Anna und den Nachnamen von Bea.,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,2,matching,Anna ist neu. Sie ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,2,matching,"Nein, da sind Sie hier falsch.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,3,matching,Bea ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,3,matching,Woher kommst du denn?,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,4,matching,Luca ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,4,matching,"Ah, du bist neu hier. Ich bin Luca.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,5,matching,"Max ist nicht da, er ___",,,,A,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,5,matching,Und wie ist deine Nummer?,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,,9,multiple-choice,Ich bin Anna. Sehen Sie Szene 1. Wer wohnt in der Netzwerk-WG? Kreuzen Sie an. (Luca / Frau Müller / Anna / Bea / Max),,,,"Luca, Anna, Bea, Max",A1,personal-info,016
netzwerk-a1-kursbuch,listening,,1,short-answer,"Was machen die Leute gern? Hören Sie und notieren Sie (Emily, Boris, Eva).",,,,,A1,hobby,018
netzwerk-a1-kursbuch,,2a,2a,short-answer,Was machen Sie gern? Was machen Sie nicht gern? Kreuzen Sie an.,,,,(open-ended),A1,hobby,019
netzwerk-a1-kursbuch,speaking,2b,2b,speaking-task,Arbeiten Sie zu zweit. Fragen und antworten Sie. (Hörst du gern Musik? Gehst du gern ins Kino? Liest du gern?),,,,(open-ended),A1,hobby,019
netzwerk-a1-kursbuch,reading,3a,1,fill-in,Ich ___ gern!,,,,koche,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,2,fill-in,Tom und ich ___ gern. Wir lieben Paris!,,,,reisen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,3,fill-in,Betty und Bücher. Sie ___ gern.,,,,liest,A1,hobby,020
netzwerk-a1-kursbuch,speaking,3c,3c,speaking-task,"Arbeiten Sie zu dritt. Person A nennt ein Verb im Infinitiv, Person B ein Personalpronomen, Person C nennt die Form.",,,,(open-ended),A1,hobby,020
netzwerk-a1-kursbuch,speaking,3d,3d,speaking-task,Und Sie? Was machen Sie gern? Sprechen Sie mit fünf Personen und notieren Sie die Hobbys.,,,,(open-ended),A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,4,fill-in,Ben ___ toll!,,,,singt,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,5,fill-in,Eine Sensation – Wir ___!,,,,joggen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,6,fill-in,"Peter, Markus und Fußball. Sie ___ super!",,,,spielen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,A,fill-in,Lustig! Sing___ du auch so gut?,,,,singst,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,B,fill-in,Paris!!! Sprich___ du Französisch?,,,,sprichst,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,C,fill-in,Spiel___ sie wirklich Fußball?,,,,spielt,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,D,fill-in,@Sophie Koch___ wir am Wochenende Spaghetti? Oder arbeitest du?,,,,Kochen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,E,fill-in,@Betty Ich les___ im Moment ein Buch von Daniel Kehlmann. Und du?,,,,lese,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,F,fill-in,Jogg___ ihr morgen auch?,,,,joggt,A1,hobby,020
netzwerk-a1-kursbuch,listening,4a,4a,short-answer,Hören Sie das Gespräch. Wann gehen Sophie und Betty ins Kino?,,,,,A1,hobby,021
netzwerk-a1-kursbuch,,4b,4b,open-ended,Wie heißen die Wochentage in Ihrer Sprache? Notieren Sie in 4a.,,,,(open-ended),A1,hobby,021
