collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
tricolore-1-5th-edition,reading,Exercise 2,Bordeaux,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Bordeaux? Est-ce qu'il fait chaud ou froid?,,,,,,"21°C, il fait chaud",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Dieppe,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Dieppe? Est-ce qu'il fait chaud ou froid?,,,,,,"0°C, il fait froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Grenoble,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Grenoble? Est-ce qu'il fait chaud ou froid?,,,,,,"–2°C, il fait très froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Lille,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Lille? Est-ce qu'il fait chaud ou froid?,,,,,,"3°C, il fait froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Lyon,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Lyon? Est-ce qu'il fait chaud ou froid?,,,,,,"16°C, il fait assez chaud",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Nice,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Nice? Est-ce qu'il fait chaud ou froid?,,,,,,"23°C, il fait chaud",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Paris,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Paris? Est-ce qu'il fait chaud ou froid?,,,,,,"6°C, il fait froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Rennes,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Rennes? Est-ce qu'il fait chaud ou froid?,,,,,,"5°C, il fait froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Strasbourg,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Strasbourg? Est-ce qu'il fait chaud ou froid?,,,,,,"4°C, il fait froid",A1,weather,064
tricolore-1-5th-edition,reading,Exercise 2,Toulouse,short-answer,Quelle température fait-il? Est-ce qu'il fait chaud ou froid?,Quelle température fait-il à Toulouse? Est-ce qu'il fait chaud ou froid?,,,,,,"22°C, il fait chaud",A1,weather,064
tricolore-1-5th-edition,listening,Exercise 3,1,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,C'est le 5 mars. Quel temps fait-il et quelle température fait-il à Paris?,,,,,,"1a: C (il fait froid), 1b: 7°C",A1,weather,065
tricolore-1-5th-edition,speaking,Exercise 4,1,speaking-task,"À deux, changez les mots surlignés pour inventer d'autres conversations. Il y a des idées en bas de la page.","Écoutez la conversation, puis à deux, changez les mots surlignés pour inventer d'autres conversations.",,,,,,(open-ended),A1,communication,065
tricolore-1-5th-edition,reading,Exercise 5a,1,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,"Dans le nord de la France, il (1) ___ mauvais, avec de la pluie à Lille et du (2) ___ à Dieppe.",,,,,,fait,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,1,short-answer,Trouve le français.,Trouve le français: in the north of France,,,,,,dans le nord de la France,A1,weather,065
tricolore-1-5th-edition,writing,Exercise 5c,1,writing-task,Invente la météo. Fais une description comme ça pour un autre jour.,Invente la météo. Fais une description comme ça pour un autre jour.,,,,,,(open-ended),A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,2,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Rennes?,,,,,,,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5a,2,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,...avec de la pluie à Lille et du (2) ___ à Dieppe.,,,,,,brouillard,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,2,short-answer,Trouve le français.,Trouve le français: the weather isn't bad,,,,,,il ne fait pas mauvais partout,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,3,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Bordeaux?,,,,,,,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5a,3,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,"Dans la région méditerranéenne, il fait beau en général et il y a du (3) ___ à Nice.",,,,,,soleil,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,3,short-answer,Trouve le français.,Trouve le français: the weather is good,,,,,,il fait beau,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,4,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Toulouse?,,,,,,,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5a,4,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,"Dans l'ouest de la France, sur la côte atlantique, il fait assez (4) ___ à La Rochelle.",,,,,,beau,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,4,short-answer,Trouve le français.,Trouve le français: in general,,,,,,en général,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,5,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Nice?,,,,,,,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5a,5,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,...mais il y a du (5) ___ à Bordeaux.,,,,,,vent,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,5,short-answer,Trouve le français.,Trouve le français: in the west of France,,,,,,dans l'ouest de la France,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,6,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Grenoble?,,,,,,,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5a,6,fill-in,Lis le texte et regarde la carte à la page 62. Écris les mots qui manquent.,"À Grenoble, dans les Alpes, il fait froid et il (6) ___.",,,,,,neige,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,6,short-answer,Trouve le français.,Trouve le français: it's cold,,,,,,il fait froid,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,7,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Strasbourg?,,,,,,,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,8,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Lille?,,,,,,,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,9,short-answer,Écoute. C'est le 5 mars. Quel temps fait-il? Quelle température fait-il?,Quel temps fait-il et quelle température fait-il à Dieppe?,,,,,,,A1,weather,065
tricolore-1-5th-edition,,Exercise 1a,1,short-answer,C'est quelle saison?,C'est quelle saison? Ça commence le 21 mars.,,,,,,le printemps,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,1,fill-in,Complète les phrases.,"Au printemps, il fait b___ .",,,,,,beau,A1,weather,066
tricolore-1-5th-edition,writing,Exercise 1c,1,writing-task,"Écris une phrase avec souvent, quelquefois ou normalement pour chaque saison.","Écris une phrase avec souvent, quelquefois ou normalement pour chaque saison.",,,,,,(open-ended),A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,1,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (1),,,,,,là,A1,none,066
tricolore-1-5th-edition,,Exercise 1b,10,fill-in,Complète les phrases.,"Quelquefois, il n___ .",,,,,,neige,A1,weather,066
tricolore-1-5th-edition,,Exercise 1a,2,short-answer,C'est quelle saison?,C'est quelle saison? Ça commence le 21 septembre.,,,,,,l'automne,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,2,fill-in,Complète les phrases.,Il y a du s___ .,,,,,,soleil,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,2,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (2),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,3,short-answer,C'est quelle saison?,C'est quelle saison? Ça commence le 21 juin.,,,,,,l'été,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,3,fill-in,Complète les phrases.,"Quelquefois, il p___ .",,,,,,pleut,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,3,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (3),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,4,short-answer,C'est quelle saison?,C'est quelle saison? Ça commence le 21 décembre.,,,,,,l'hiver,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,4,fill-in,Complète les phrases.,"En été, il fait c___ .",,,,,,chaud,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,4,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (4),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,5,short-answer,C'est quelle saison?,C'est quelle saison? C'est novembre.,,,,,,l'automne,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,5,fill-in,Complète les phrases.,"Normalement, le ciel est b___ .",,,,,,bleu,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,5,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (5),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,6,short-answer,C'est quelle saison?,C'est quelle saison? C'est août.,,,,,,l'été,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,6,fill-in,Complète les phrases.,"En automne, il y a du v___ .",,,,,,vent,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,6,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (6),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,7,short-answer,C'est quelle saison?,C'est quelle saison? C'est avril.,,,,,,le printemps,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,7,fill-in,Complète les phrases.,"Quelquefois, il y a du b___ .",,,,,,brouillard,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,7,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (7),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,8,short-answer,C'est quelle saison?,C'est quelle saison? C'est le jour de l'An.,,,,,,l'hiver,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,8,fill-in,Complète les phrases.,"En hiver, il fait f___ .",,,,,,froid,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,8,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (8),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1b,9,fill-in,Complète les phrases.,Il fait souvent m___ .,,,,,,mauvais,A1,weather,066
tricolore-1-5th-edition,writing,Exercise 5,1,writing-task,Où habites-tu? Quel temps fait-il? Qu'est-ce que tu fais quand il fait mauvais ou quand il fait beau? Écris quelques phrases.,Où habites-tu? Quel temps fait-il? Qu'est-ce que tu fais quand il fait mauvais ou quand il fait beau? Écris quelques phrases.,,,,,,(open-ended),A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,1,fill-in,Think of a suitable weather phrase to complete these sentences.,"Quand il ___, je reste à la maison.",,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,1,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.","Un mois au printemps qui commence par un 'a', c'est quel mot?",,,,,,avril,A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,2,fill-in,Think of a suitable weather phrase to complete these sentences.,"Quand il ___, je joue au football.",,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,2,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'a'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,3,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mot qui décrit le temps et qui commence par un 'b'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,4,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mot qui décrit le temps et qui commence par un 'c'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,5,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mois en hiver qui commence par un 'd'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,6,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'é'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,7,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mois en automne qui commence par un 'o'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,8,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'h'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,a,matching,Regarde les photos et trouve le texte qui correspond.,Il neige souvent à la montagne en hiver. Le ski est très populaire.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,b,matching,Regarde les photos et trouve le texte qui correspond.,Beaucoup de cafés ont une terrasse. C'est agréable quand il fait beau.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,c,matching,Regarde les photos et trouve le texte qui correspond.,"En hiver, il ne fait pas très froid et en été, il fait chaud. On cultive des pêches et des raisins.",,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,d,matching,Regarde les photos et trouve le texte qui correspond.,Il y a des volets aux fenêtres. On ferme les volets quand il fait très chaud.,,,,,,,A1,weather,067
tricolore-1-5th-edition,listening,Exercise 1a,1,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo.,,,,,,A,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Marc joue au rugby.,,,,,,Marc joue au basket.,A1,hobby,068
tricolore-1-5th-edition,speaking,Exercise 2,1,speaking-task,"À deux, lisez la conversation, puis changez les sports.","À deux, lisez la conversation, puis changez les sports.",,,,,,(open-ended),A1,hobby,068
tricolore-1-5th-edition,grammar,Dossier-langue,1,short-answer,Why is the word different here?,jouer au football / jouer au volley / jouer au tennis — Why is the word different here? (jouer aux cartes),,,,,,,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,2,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (2),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,2,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Claire et Thomas jouent au badminton.,,,,,,Claire et Thomas jouent au volley.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,3,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (3),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,3,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Ibrahim joue au football.,,,,,,Ibrahim joue au hockey.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,4,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (4),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,4,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Paul et Yannick jouent au hockey.,,,,,,Paul et Yannick jouent au football.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,5,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (5),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,5,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Simon joue au golf.,,,,,,Simon joue au tennis.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,6,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (6),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,6,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Sophie joue au tennis.,,,,,,Sophie joue au golf.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,7,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (7),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,7,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Daniel et Luc jouent au volley.,,,,,,Daniel et Luc jouent au tennis de table.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,8,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (8),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,8,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Jonathan et Nicole jouent au tennis de table.,,,,,,Jonathan et Nicole jouent au badminton.,A1,hobby,068
tricolore-1-5th-edition,grammar,Exercise 3,1,multiple-choice,Choisis le bon mot.,Je (joue/joues/jouent) au hockey.,joue,joues,jouent,,,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,1,fill-in,Complète les phrases.,"Au collège, est-ce que vous [icon: volleyball net] ?",,,,,,jouez au volley?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,2,multiple-choice,Choisis le bon mot.,Tu (joue/joues/jouez) beaucoup?,joue,joues,jouez,,,joues,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,2,fill-in,Complète les phrases.,"Non, mais nous [icon: basketball hoop] .",,,,,,jouons au basket,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,3,multiple-choice,Choisis le bon mot.,Ma fille (joues/joue/jouons) dans sa chambre.,joues,joue,jouons,,,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3a,fill-in,Complète les phrases.,"Et toi, tu [icon: badminton racket and shuttlecock] ?",,,,,,joues au badminton?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3b,fill-in,Complète les phrases.,"Oui, je [icon: badminton racket and shuttlecock] .",,,,,,joue au badminton,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,4,multiple-choice,Choisis le bon mot.,"Nous (jouons/jouez/jouent) avec Pierre, maman.",jouons,jouez,jouent,,,jouons,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,4,fill-in,Complète les phrases.,"Et ton frère, est-ce qu'il [icon: hockey sticks] ?",,,,,,joue au hockey?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,5,multiple-choice,Choisis le bon mot.,Vous (joue/jouent/jouez) au badminton?,joue,jouent,jouez,,,jouez,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5a,fill-in,Complète les phrases.,Est-ce que tes parents [icon: tennis racket and balls] ?,,,,,,jouent au tennis?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5b,fill-in,Complète les phrases.,"Oui, ils [icon: tennis racket and balls] .",,,,,,jouent au tennis,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,6,multiple-choice,Choisis le bon mot.,Ils (joues/jouons/jouent) dans le jardin.,joues,jouons,jouent,,,jouent,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,6,fill-in,Complète les phrases.,"Et mon grand-père [icon: golf club] , mais sur l'ordinateur!",,,,,,joue au golf,A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,a,writing-task,Écris six phrases sur six sports ou jeux différents.,Écris six phrases sur six sports ou jeux différents.,,,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,b,writing-task,Écris un paragraphe sur le sport et les jeux. Ça peut être de la part d'une personnalité célèbre. (It can be on behalf of a famous celebrity.),Écris un paragraphe sur le sport et les jeux. Ça peut être de la part d'une personnalité célèbre.,,,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,reading,Exercise 1b,1,true-false,Vrai ou faux?,Jojo aime le fromage.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,10,true-false,Vrai ou faux?,Les trois animaux mangent le fromage.,,,,,,Faux – Seule Jojo mange le fromage.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,2,true-false,Vrai ou faux?,Elle trouve du fromage dans le jardin.,,,,,,Faux – Elle trouve du fromage dans la cuisine.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,3,true-false,Vrai ou faux?,Jojo commence à manger le fromage.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,4,true-false,Vrai ou faux?,"Tom, le chat, arrive.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,5,true-false,Vrai ou faux?,La souris chasse le chat dans le salon.,,,,,,Faux – Tom chasse Jojo dans le salon (pas l'inverse).,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,6,true-false,Vrai ou faux?,Tom saute sur Jojo mais il n'attrape pas Jojo.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,7,true-false,Vrai ou faux?,"Jojo entre dans la salle à manger, Tom aussi.",,,,,,"Faux – Jojo entre dans la salle de bains, pas la salle à manger.",A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,8,true-false,Vrai ou faux?,"Jojo rentre dans la cuisine, mais le chat est là aussi.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,9,true-false,Vrai ou faux?,"Butch, le chien, entre dans la cuisine.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,listening,Exercise 2,1,matching,Écoute et trouve les paires.,François ...,,,,,,b (adore le camping),A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,1,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix Gladiateur,,,,,,Asterix the Gladiator,A1,hobby,071
tricolore-1-5th-edition,writing,Exercise 3b,1,writing-task,"Invente un personnage de bande dessinée, par exemple, un animal comique comme un rat ou un gorille. Décris le personnage ou invente une petite histoire.","Invente un personnage de bande dessinée, par exemple, un animal comique comme un rat ou un gorille. Décris le personnage ou invente une petite histoire.",,,,,,(open-ended),A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,10,matching,Écoute et trouve les paires.,"Quand il pleut, Nicolas ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,listening,Exercise 2,2,matching,Écoute et trouve les paires.,Christine et sa famille ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,2,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix aux Jeux Olympiques,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,3,matching,Écoute et trouve les paires.,"En hiver, Jean-Marc et Sandrine ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,3,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Le Cadeau de César,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,4,matching,Écoute et trouve les paires.,"En été, Jean-Marc et Sandrine ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,4,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix chez les Belges,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,5,matching,Écoute et trouve les paires.,M. et Mme Duval ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,5,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Tintin en Amérique,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,6,matching,Écoute et trouve les paires.,Mathilde ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,6,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? L'Île Noire,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,7,matching,Écoute et trouve les paires.,Nicolas et Isabelle ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,7,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Les Sept Boules de Cristal,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,8,matching,Écoute et trouve les paires.,Isabelle ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,8,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Le Temple du Soleil,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,9,matching,Écoute et trouve les paires.,"Le soir, Nicolas et ses amis ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 1a,1,fill-in,Lis le message et complète le résumé.,Nathan a un petit (1) ___ difficile.,,,,,,frère,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Relis le message de Nathan. Trouve au moins dix verbes. Fais une liste.,Relis le message de Nathan. Trouve au moins dix verbes. Fais une liste.,,,,,,(open-ended),A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,1,fill-in,Complète les phrases d'Anne Active.,"Au printemps, nous (organiser) la maison,...",,,,,,organisons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,10,fill-in,Lis le message et complète le résumé.,et il (10) ___ .,,,,,,danse,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,10,fill-in,Complète les phrases d'Anne Active.,...mais ils (écouter) des chants à la radio.,,,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,11,fill-in,Complète les phrases d'Anne Active.,"Mais le 25 décembre, nous (fêter) Noël tous ensemble.",,,,,,fêtons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,2,fill-in,Lis le message et complète le résumé.,Léo partage une (2) ___ avec Nathan.,,,,,,chambre,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,2,fill-in,Complète les phrases d'Anne Active.,...mais les Paresseux (surfer) sur le Net!,,,,,,surfent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,3,fill-in,Lis le message et complète le résumé.,Mais Léo est (3) ___ .,,,,,,méchant,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,3,fill-in,Complète les phrases d'Anne Active.,"En été, nous (jouer) au tennis...",,,,,,jouons,A1,family,072
